,tissue,tissue_confi
SRR922464,OTHER,1.0
SRR897289,BRAIN,1.0
SRR542395,BREAST,1.0
SRR898225,BRAIN,1.0
SRR897313,BRAIN,1.0
SRR898468,BRAIN,1.0
SRR898023,BRAIN,1.0
SRR959636,BRAIN,0.9970959
SRR633568,BREAST,0.88858545
SRR834575,LIVER,1.0
SRR423958,LUNG,0.91367674
SRR897718,BRAIN,1.0
SRR609425,BRAIN,1.0
SRR1760950,BRAIN,1.0
ERR519469,ESOPHAGUS,1.0
SRR959691,BONE MARROW,0.40254587
SRR897686,BRAIN,1.0
SRR014500,ADRENAL GLAND,0.9984697
ERR649025,ESOPHAGUS,0.51657134
SRR826662,PANCREAS,0.9982845
SRR898262,BRAIN,0.5536003
SRR897724,BRAIN,1.0
SRR948107,BONE MARROW,0.9970274
SRR898001,BRAIN,1.0
SRR1767293,OTHER,1.0
SRR898457,BRAIN,1.0
SRR1201671,LUNG,0.43491468
SRR897247,BRAIN,1.0
SRR2149954,ESOPHAGUS,0.99999964
SRR896825,BRAIN,1.0
SRR633569,SKIN,0.9873789
SRR896923,BRAIN,1.0
SRR424573,LUNG,0.85564804
ERR532579,PROSTATE,1.0
SRR897602,BRAIN,1.0
SRR542380,BREAST,0.99999857
SRR1201713,LUNG,0.35063827
SRR1213834,OTHER,1.0
SRR897619,BRAIN,1.0
SRR896900,BRAIN,1.0
SRR924534,OTHER,1.0
SRR1203760,OTHER,0.5276016
SRR959713,BONE MARROW,0.32898405
SRR2081130,PROSTATE,0.99992865
SRR628228,OTHER,1.0
SRR542379,BREAST,0.99907243
SRR1213573,OTHER,1.0
SRR1192073,BRAIN,0.7981251
SRR633579,OTHER,0.51476634
SRR1216075,BRAIN,1.0
SRR897633,BRAIN,1.0
SRR898484,BRAIN,1.0
SRR948098,BONE MARROW,0.7999535
SRR897792,LIVER,0.6442485
SRR897288,BRAIN,1.0
SRR825139,STOMACH,0.9999998
SRR959643,BRAIN,0.99980915
SRR896671,LIVER,0.8167294
SRR897463,LIVER,0.6870151
SRR926662,OTHER,0.95014393
SRR959727,BONE MARROW,0.3782933
SRR1657547,ESOPHAGUS,1.0
SRR1203842,BRAIN,0.7764092
SRR1203832,OTHER,0.39841658
SRR834562,LIVER,1.0
SRR650156,OTHER,0.580593
SRR299111,BRAIN,0.5141675
ERR210961,BRAIN,0.9988262
ERR832550,OTHER,1.0
SRR897477,LIVER,0.6468977
SRR1201800,BRAIN,0.38774836
SRR1201865,BRAIN,0.36292058
SRR896942,BRAIN,1.0
ERR519520,SKIN,0.7275131
SRR546232,STOMACH,0.9999998
SRR970289,OTHER,1.0
SRR898404,BRAIN,1.0
DRR029117,ESOPHAGUS,0.9915687
SRR1639278,BRAIN,0.592286
SRR897293,BRAIN,1.0
SRR1203025,OTHER,0.72603637
SRR1203132,LUNG,0.29161322
SRR959729,BONE MARROW,0.51123357
ERR649054,ESOPHAGUS,0.7883494
SRR896712,LIVER,0.75583917
SRR1202843,BRAIN,0.90408164
SRR1201862,BRAIN,0.44111833
SRR1721301,LUNG,0.99999964
SRR633586,BREAST,0.9990503
ERR030861,OTHER,0.99997866
SRR650197,OTHER,0.32581848
SRR959640,BRAIN,0.9997431
SRR570309,BONE MARROW,0.74250317
SRR897665,BRAIN,1.0
SRR897308,BRAIN,1.0
ERR519507,ESOPHAGUS,0.9987523
SRR1657542,ESOPHAGUS,1.0
SRR898237,BRAIN,1.0
SRR1201697,LUNG,0.28263268
SRR898020,BRAIN,1.0
SRR897112,LIVER,0.5904345
SRR801431,STOMACH,0.9221455
SRR959725,BONE MARROW,0.4579332
SRR1721307,STOMACH,0.75794613
SRR898022,BRAIN,1.0
SRR897995,BRAIN,1.0
SRR926697,LIVER,1.0
SRR1017522,ADRENAL GLAND,0.14553842
SRR959431,OTHER,0.6973705
SRR898440,BRAIN,1.0
SRR1193199,BRAIN,0.8974803
SRR1693618,OTHER,1.0
ERR532575,PROSTATE,1.0
SRR515084,LIVER,0.5330271
SRR2166634,OTHER,0.89678526
SRR1216131,BRAIN,1.0
SRR959709,BONE MARROW,0.35736626
SRR897716,BRAIN,1.0
SRR897668,BRAIN,1.0
ERR649049,ESOPHAGUS,0.95058215
SRR898190,BRAIN,1.0
SRR350973,LIVER,1.0
SRR645161,ESOPHAGUS,0.5680006
SRR387441,BONE MARROW,0.9985105
SRR1193102,BRAIN,0.88390315
SRR898276,BRAIN,0.5779667
SRR542357,BREAST,1.0
SRR898432,BRAIN,1.0
SRR959627,BRAIN,0.746327
SRR896826,BRAIN,1.0
SRR897294,BRAIN,1.0
SRR1721293,OTHER,0.8720686
SRR897613,BRAIN,1.0
SRR1216103,BRAIN,1.0
SRR1693622,OTHER,1.0
SRR897817,LIVER,0.5765251
ERR649055,ESOPHAGUS,0.9369793
SRR897806,LIVER,0.6369754
SRR898183,BRAIN,1.0
SRR898393,BRAIN,1.0
SRR896716,LIVER,0.72067785
SRR650147,KIDNEY,0.5582422
SRR897103,BRAIN,0.59698635
ERR832538,OTHER,1.0
SRR959741,BONE MARROW,0.41684645
SRR299116,LIVER,0.2850163
SRR897271,BRAIN,1.0
ERR519478,ESOPHAGUS,0.9999957
ERR833243,OTHER,1.0
ERR649038,ESOPHAGUS,0.99999607
SRR633600,BREAST,0.9291698
SRR1190371,BRAIN,0.96229285
SRR1190465,BRAIN,0.84531814
SRR897947,BRAIN,1.0
SRR898443,BRAIN,1.0
ERR532568,PROSTATE,1.0
SRR897956,BRAIN,1.0
ERR519494,KIDNEY,0.9923296
SRR959734,BONE MARROW,0.3724277
SRR1657545,ESOPHAGUS,1.0
SRR898270,BRAIN,0.49797726
SRR1201708,LUNG,0.34315783
DRR003597,BRAIN,0.97764665
SRR2081138,PROSTATE,1.0
SRR898011,BRAIN,1.0
SRR633559,BREAST,0.9496239
SRR1190508,BRAIN,0.8675626
SRR1201997,LUNG,0.31955522
ERR659179,LIVER,0.7366213
ERR532584,PROSTATE,1.0
SRR1657555,ESOPHAGUS,1.0
SRR922550,OTHER,1.0
SRR922453,OTHER,1.0
ERR210956,BRAIN,0.9999963
SRR897941,BRAIN,1.0
SRR897649,BRAIN,1.0
SRR897591,BRAIN,1.0
SRR387448,BONE MARROW,0.98471975
SRR898277,BRAIN,0.528988
SRR1193639,BRAIN,0.9477475
SRR897242,BRAIN,1.0
SRR1201714,LUNG,0.35299128
SRR959733,BONE MARROW,0.35307714
SRR897799,LIVER,0.6020109
SRR542373,BREAST,0.99996835
SRR948102,BONE MARROW,1.0
SRR1190467,BRAIN,0.855023
SRR898040,BRAIN,1.0
SRR897470,LIVER,0.610191
SRR764669,OTHER,0.8446048
SRR896932,BRAIN,1.0
ERR532554,PROSTATE,1.0
SRR837865,SKIN,0.93044597
SRR897819,LIVER,0.6071643
ERR532565,PROSTATE,1.0
SRR897824,LIVER,0.54839027
SRR1201680,LUNG,0.28669944
SRR834565,LIVER,1.0
SRR897603,BRAIN,1.0
SRR387404,BONE MARROW,0.9999943
SRR922462,OTHER,1.0
SRR959666,BONE MARROW,0.45073637
SRR609429,BRAIN,1.0
SRR897066,LIVER,0.5932852
SRR948115,BONE MARROW,1.0
SRR897923,BRAIN,1.0
SRR423957,LUNG,0.86122954
SRR1201794,BONE MARROW,0.30553418
SRR897593,BRAIN,1.0
SRR897810,LIVER,0.59603906
SRR534325,BONE MARROW,0.9998134
SRR897311,BRAIN,1.0
SRR898409,BRAIN,1.0
SRR611845,OVARY,0.42311096
ERR502858,BONE MARROW,0.9999943
SRR897957,BRAIN,1.0
SRR826661,PANCREAS,0.9999999
SRR1193522,BRAIN,0.93052167
SRR393826,OTHER,0.9263384
SRR959736,BONE MARROW,0.44512972
SRR1216124,BRAIN,0.99999535
SRR633580,OTHER,0.9603359
SRR896664,LIVER,0.73838556
ERR532572,PROSTATE,1.0
SRR897847,LIVER,0.61335135
SRR924538,OTHER,0.9999725
SRR896684,LIVER,0.7858249
ERR532594,PROSTATE,1.0
SRR898470,BRAIN,1.0
SRR898450,BRAIN,1.0
SRR387444,BONE MARROW,0.9985485
SRR897464,LIVER,0.6676429
ERR519483,ESOPHAGUS,0.9999924
SRR897930,BRAIN,1.0
SRR897955,BRAIN,1.0
SRR897984,BRAIN,1.0
SRR1201806,BRAIN,0.29455298
SRR897568,BRAIN,1.0
SRR650165,KIDNEY,0.5692235
SRR898218,BRAIN,1.0
SRR420195,LUNG,0.31573763
SRR959651,BONE MARROW,0.4169281
SRR896970,BRAIN,1.0
SRR897678,BRAIN,1.0
SRR1201772,LUNG,0.26288903
SRR959632,BRAIN,0.9975525
SRR897226,BRAIN,1.0
SRR897220,BRAIN,1.0
SRR897466,LIVER,0.6460426
SRR1201724,BRAIN,0.3351273
ERR532440,PROSTATE,1.0
SRR898288,LIVER,0.7045075
SRR898416,BRAIN,1.0
SRR898493,BRAIN,1.0
SRR897305,BRAIN,1.0
SRR898418,BRAIN,1.0
SRR1213721,OTHER,1.0
SRR897341,BRAIN,1.0
SRR896729,LIVER,0.653121
SRR1203131,BRAIN,0.46940407
ERR210964,BRAIN,0.9999693
ERR532562,PROSTATE,1.0
ERR532560,PROSTATE,1.0
SRR1046834,LUNG,0.9788024
SRR1201785,BRAIN,0.29342687
SRR898464,BRAIN,1.0
ERR833227,OTHER,1.0
SRR897407,LIVER,0.63073283
SRR897623,BRAIN,1.0
SRR896838,BRAIN,1.0
SRR897815,LIVER,0.5282201
SRR970675,LIVER,0.9967082
SRR649550,BRAIN,0.9056986
SRR896740,LIVER,0.64564455
SRR014498,OTHER,1.0
SRR546238,STOMACH,0.65761536
SRR898045,BRAIN,1.0
SRR1203812,OTHER,0.79618615
SRR959697,BONE MARROW,0.4791778
SRR898004,BRAIN,1.0
SRR897626,BRAIN,1.0
SRR1146257,BRAIN,0.96865046
SRR898024,BRAIN,1.0
SRR897256,BRAIN,1.0
ERR210966,BRAIN,0.9982972
SRR1191346,BRAIN,0.9792965
SRR948108,BONE MARROW,0.9993957
SRR387435,BONE MARROW,0.99996984
SRR387433,BONE MARROW,0.99608886
ERR210955,BRAIN,0.99428904
SRR650131,PROSTATE,0.2703834
SRR1201670,LUNG,0.30598357
SRR1760951,BRAIN,1.0
SRR897108,LIVER,0.6210631
SRR1721297,OTHER,1.0
SRR897968,BRAIN,1.0
SRR896847,BRAIN,1.0
SRR897054,BRAIN,0.6226233
ERR030856,OTHER,0.94288266
SRR959631,BRAIN,0.9970191
DRR014113,BONE MARROW,0.999994
SRR1203011,BRAIN,0.5270555
SRR948112,BONE MARROW,0.99998474
SRR1201872,BRAIN,0.42538676
SRR897698,BRAIN,1.0
SRR898019,BRAIN,1.0
SRR896857,BRAIN,1.0
SRR1203761,BRAIN,0.529009
SRR585571,STOMACH,1.0
SRR542365,BREAST,1.0
SRR897669,BRAIN,1.0
SRR1202092,BONE MARROW,0.37057528
SRR020730,OTHER,0.9999852
SRR897961,BRAIN,1.0
SRR633556,BREAST,0.5417658
SRR896863,BRAIN,1.0
ERR519487,SKIN,0.57364994
ERR519518,ESOPHAGUS,0.57113016
SRR1202298,BRAIN,0.4357471
ERR519499,OTHER,0.544996
SRR420193,LUNG,0.21818002
SRR959659,BONE MARROW,0.568926
SRR897452,LIVER,0.5975885
ERR532553,PROSTATE,1.0
SRR628224,LIVER,1.0
SRR959608,BRAIN,0.9993663
SRR897943,BRAIN,1.0
SRR898392,BRAIN,1.0
SRR897071,BRAIN,0.56611437
SRR897977,BRAIN,1.0
SRR897720,BRAIN,1.0
SRR650151,OTHER,0.7191931
SRR801426,STOMACH,0.7702582
SRR897687,BRAIN,1.0
SRR898016,BRAIN,1.0
ERR532571,PROSTATE,1.0
SRR542396,BREAST,1.0
SRR897316,BRAIN,1.0
SRR898278,BRAIN,0.49270454
ERR532551,PROSTATE,1.0
SRR896972,BRAIN,1.0
SRR898222,BRAIN,1.0
SRR990364,LIVER,0.9520604
SRR959735,BONE MARROW,0.37845486
SRR897416,BRAIN,0.5054023
SRR897114,LIVER,0.5447241
ERR975348,BONE MARROW,0.46029726
SRR896873,BRAIN,1.0
SRR897482,LIVER,0.63301826
SRR387436,BONE MARROW,0.999111
SRR1721284,KIDNEY,1.0
SRR014495,BRAIN,1.0
SRR826658,PANCREAS,1.0
SRR897096,BRAIN,0.626301
SRR1721300,KIDNEY,1.0
SRR898114,LIVER,0.7273641
SRR611067,BRAIN,1.0
SRR948106,BONE MARROW,0.9999924
SRR959704,BONE MARROW,0.3601796
SRR896845,BRAIN,1.0
SRR825136,STOMACH,1.0
SRR897085,BRAIN,0.5328327
ERR532595,PROSTATE,1.0
SRR897644,BRAIN,1.0
SRR1216016,LIVER,0.71140945
ERR832558,OTHER,1.0
SRR1201665,BRAIN,0.56647056
SRR420194,LUNG,0.8875934
SRR1201996,LUNG,0.41189808
SRR1146261,BRAIN,0.8945268
ERR030860,OTHER,0.99997663
SRR650157,OTHER,0.99984664
SRR650154,PROSTATE,1.0
SRR897437,LIVER,0.5161665
SRR959692,BONE MARROW,0.38423508
SRR897600,BRAIN,1.0
SRR897726,BRAIN,1.0
SRR1201693,LUNG,0.27238557
SRR650166,KIDNEY,0.38054988
SRR898259,LIVER,0.5860752
SRR896890,BRAIN,1.0
SRR897235,BRAIN,1.0
SRR1657554,ESOPHAGUS,1.0
SRR897641,BRAIN,1.0
ERR210967,BRAIN,0.999959
SRR897852,LIVER,0.5789464
SRR1002983,OTHER,0.94442475
SRR897330,BRAIN,1.0
SRR897340,BRAIN,1.0
SRR1190509,BRAIN,0.89422464
SRR898372,BRAIN,1.0
SRR1191991,BRAIN,0.88206416
ERR833225,OTHER,1.0
SRR898439,BRAIN,1.0
ERR532445,PROSTATE,1.0
SRR1203089,OTHER,0.86866724
SRR896948,BRAIN,1.0
SRR650163,OTHER,0.99709857
ERR210962,BRAIN,0.9999882
SRR1201873,BRAIN,0.44009066
SRR896955,BRAIN,1.0
SRR1191954,BRAIN,0.9054532
SRR387427,BONE MARROW,0.9673877
SRR898180,BRAIN,1.0
SRR898399,BRAIN,1.0
SRR1201798,BONE MARROW,0.2894225
SRR896668,LIVER,0.6904603
SRR897232,BRAIN,1.0
SRR897221,BRAIN,1.0
SRR1017525,OTHER,0.2261338
SRR898260,BRAIN,0.537418
SRR896943,BRAIN,1.0
SRR1203771,BRAIN,0.96802866
ERR519473,ESOPHAGUS,0.9999941
SRR1201802,BRAIN,0.284242
SRR546240,STOMACH,1.0
SRR1190369,BRAIN,0.9708481
ERR833232,OTHER,1.0
ERR731494,LUNG,0.9999968
SRR897092,BRAIN,0.6962031
SRR897848,LIVER,0.661466
SRR897254,BRAIN,1.0
SRR1202844,BRAIN,0.91317403
ERR030862,OTHER,0.8777526
SRR897084,BRAIN,0.6810535
SRR926690,LIVER,1.0
SRR1216112,BRAIN,1.0
SRR896714,LIVER,0.73955727
SRR898220,BRAIN,1.0
SRR1027759,LUNG,0.10692103
SRR896695,LIVER,0.75172615
SRR897976,BRAIN,1.0
SRR898462,BRAIN,1.0
SRR898472,BRAIN,1.0
SRR1201762,OTHER,1.0
SRR897576,BRAIN,1.0
SRR896891,BRAIN,1.0
SRR896906,BRAIN,1.0
SRR898179,BRAIN,1.0
ERR519506,ESOPHAGUS,0.99975574
SRR897409,BRAIN,0.47767192
SRR896899,BRAIN,1.0
SRR897952,BRAIN,1.0
SRR1046686,LUNG,0.9296476
SRR633570,BREAST,0.88119966
SRR387445,BONE MARROW,0.99428254
SRR896848,BRAIN,1.0
ERR519514,ESOPHAGUS,1.0
SRR897429,LIVER,0.5948062
SRR633605,OTHER,1.0
SRR650133,PROSTATE,0.7575938
SRR420187,ESOPHAGUS,0.9674605
SRR896841,BRAIN,1.0
SRR898481,BRAIN,1.0
SRR898231,BRAIN,1.0
SRR496581,PROSTATE,0.9999995
SRR764666,OTHER,0.5090853
SRR1649195,OTHER,1.0
ERR833241,OTHER,1.0
SRR1216068,BRAIN,1.0
ERR532556,PROSTATE,1.0
SRR898187,BRAIN,1.0
SRR898232,BRAIN,1.0
ERR030866,OTHER,0.99998885
SRR896968,BRAIN,1.0
ERR519523,ESOPHAGUS,0.9999994
ERR532550,PROSTATE,1.0
SRR1216130,BRAIN,1.0
SRR959710,BONE MARROW,0.4543088
ERR649020,ESOPHAGUS,0.80414236
SRR387446,BONE MARROW,0.9998108
SRR897101,BRAIN,0.6513
ERR833223,OTHER,1.0
SRR649551,BRAIN,0.9311902
SRR897985,BRAIN,1.0
SRR1657548,ESOPHAGUS,1.0
SRR542378,BREAST,0.99997675
SRR897110,LIVER,0.64594716
SRR633581,OTHER,0.9686016
SRR896979,BRAIN,1.0
SRR897651,BRAIN,1.0
SRR898486,BRAIN,1.0
SRR897635,BRAIN,1.0
SRR896736,LIVER,0.6775708
SRR1201815,BRAIN,0.3122886
SRR898465,BRAIN,1.0
SRR898437,BRAIN,1.0
ERR532612,PROSTATE,1.0
SRR959616,BRAIN,0.999773
SRR896861,BRAIN,1.0
SRR1156273,BREAST,0.96141464
SRR896870,BRAIN,1.0
SRR633597,ESOPHAGUS,0.45284072
SRR897624,BRAIN,1.0
SRR1201801,BRAIN,0.29754302
SRR897655,BRAIN,1.0
SRR424345,LUNG,0.84830016
SRR419385,ESOPHAGUS,0.9612957
SRR897683,BRAIN,1.0
SRR897983,BRAIN,1.0
SRR896666,LIVER,0.7959846
SRR1201998,LUNG,0.32038563
SRR1216020,LIVER,0.76925236
SRR898421,BRAIN,1.0
SRR898235,BRAIN,1.0
SRR1596222,BONE MARROW,0.84007883
SRR1193103,BRAIN,0.9391187
ERR532547,PROSTATE,1.0
SRR959667,BONE MARROW,0.49654514
SRR832889,OTHER,1.0
SRR542352,BREAST,1.0
SRR897327,BRAIN,1.0
ERR649072,ESOPHAGUS,0.9363893
SRR223525,ESOPHAGUS,0.8504281
SRR897077,BRAIN,0.56217253
SRR1037487,BONE MARROW,0.46253008
SRR897075,BRAIN,0.50967824
SRR1216078,BRAIN,1.0
SRR896707,LIVER,0.6917132
SRR1191668,BRAIN,0.8779806
SRR896894,BRAIN,1.0
SRR896688,LIVER,0.6487074
SRR898199,BRAIN,1.0
SRR834572,LIVER,1.0
SRR897617,BRAIN,1.0
SRR419389,ESOPHAGUS,0.9879921
SRR898296,LIVER,0.60766923
SRR898466,BRAIN,1.0
SRR896840,BRAIN,1.0
SRR650181,KIDNEY,0.600351
SRR897794,LIVER,0.5353514
SRR898212,BRAIN,1.0
SRR542348,BREAST,0.99999845
SRR922449,OTHER,1.0
SRR959703,BONE MARROW,0.49552107
SRR837863,SKIN,0.97429097
SRR1202303,OTHER,0.72764796
SRR896663,LIVER,0.76182175
SRR897420,LIVER,0.64838547
SRR898424,BRAIN,1.0
SRR1202564,LUNG,0.31155184
SRR2557088,BRAIN,1.0
SRR1201814,LUNG,0.32941052
SRR611066,BRAIN,1.0
SRR1721291,STOMACH,0.48508936
SRR959694,BONE MARROW,0.39121196
ERR210960,BRAIN,0.9999999
ERR649042,OTHER,0.89910495
SRR897113,LIVER,0.76064503
SRR897295,BRAIN,1.0
SRR897719,BRAIN,1.0
SRR897701,BRAIN,1.0
SRR897981,BRAIN,1.0
SRR922451,OTHER,1.0
ERR519513,ESOPHAGUS,0.8300718
SRR1046823,LUNG,0.99656737
SRR896952,BRAIN,1.0
SRR926647,OTHER,0.9890539
SRR898290,LIVER,0.6356699
SRR897344,BRAIN,1.0
SRR897253,BRAIN,1.0
SRR897616,BRAIN,1.0
SRR898261,BRAIN,0.496094
SRR897680,BRAIN,1.0
SRR1215996,LIVER,0.76126426
SRR650180,KIDNEY,0.33617467
SRR897664,BRAIN,1.0
SRR650169,OTHER,0.99865246
SRR897118,LIVER,0.5923144
SRR959550,BRAIN,0.9982802
SRR1657546,ESOPHAGUS,1.0
SRR1201780,LUNG,0.26648158
SRR1193009,BRAIN,0.86877567
SRR898216,BRAIN,1.0
SRR014499,KIDNEY,1.0
SRR897209,BRAIN,1.0
SRR896882,BRAIN,1.0
SRR948099,OTHER,0.98599833
SRR898423,BRAIN,1.0
SRR1721283,ADRENAL GLAND,1.0
SRR897304,BRAIN,1.0
ERR519509,ESOPHAGUS,0.96813023
SRR896902,BRAIN,1.0
SRR1201696,LUNG,0.2711788
ERR833240,OTHER,1.0
SRR1216080,BRAIN,1.0
SRR897333,BRAIN,1.0
SRR897569,BRAIN,1.0
SRR1201721,LUNG,0.31676
SRR091692,BONE MARROW,0.9999983
SRR1216092,BRAIN,1.0
SRR959593,BRAIN,0.9973375
SRR897303,BRAIN,1.0
SRR898368,BRAIN,1.0
ERR532573,PROSTATE,1.0
SRR1201687,LUNG,0.35104534
SRR897214,BRAIN,1.0
SRR1216135,BRAIN,1.0
SRR898407,BRAIN,1.0
SRR897082,BRAIN,0.74105227
SRR897343,BRAIN,1.0
SRR959652,BONE MARROW,0.45996237
SRR1192321,BRAIN,0.77062494
ERR833256,OTHER,1.0
SRR959611,BRAIN,0.99911994
SRR896888,BRAIN,1.0
SRR897201,BRAIN,1.0
SRR897432,LIVER,0.5627647
SRR1216074,BRAIN,1.0
SRR897948,BRAIN,1.0
ERR833237,OTHER,1.0
SRR897659,BRAIN,1.0
SRR1202288,LUNG,0.3745516
SRR897640,BRAIN,1.0
SRR898135,LIVER,0.66554916
SRR2103638,LUNG,1.0
SRR896930,BRAIN,1.0
ERR661157,BONE MARROW,0.9999987
SRR898194,BRAIN,1.0
SRR896887,BRAIN,1.0
SRR898454,BRAIN,1.0
SRR897331,BRAIN,1.0
SRR1201702,LUNG,0.31361616
SRR897439,BRAIN,0.5146298
ERR649065,SKIN,0.94904315
SRR1201807,LUNG,0.29212666
SRR650148,PROSTATE,0.50955003
SRR898236,BRAIN,1.0
SRR650196,PROSTATE,0.6196842
ERR210952,BRAIN,0.9491003
SRR1201705,LUNG,0.32131794
SRR897287,BRAIN,1.0
SRR959614,BRAIN,0.99962795
SRR959682,BONE MARROW,0.50951135
SRR897277,BRAIN,1.0
SRR898387,BRAIN,1.0
SRR959698,OTHER,0.38499942
SRR896884,BRAIN,1.0
SRR1203061,OTHER,0.536685
SRR896706,LIVER,0.76774627
SRR897994,BRAIN,1.0
ERR649061,OTHER,0.50888896
SRR896903,BRAIN,1.0
SRR926664,OTHER,0.83868045
SRR1201767,LUNG,0.272393
SRR387437,BONE MARROW,0.9726861
SRR898121,LIVER,0.65395373
SRR948117,BONE MARROW,0.99999666
ERR594514,STOMACH,0.99998397
ERR832539,OTHER,1.0
SRR898039,BRAIN,1.0
SRR896913,BRAIN,1.0
SRR897998,BRAIN,1.0
SRR1216101,BRAIN,1.0
SRR897070,BRAIN,0.6710005
SRR959633,BRAIN,0.9978056
SRR896976,BRAIN,1.0
SRR542360,BREAST,0.99998856
SRR924535,OTHER,1.0
SRR897233,BRAIN,1.0
SRR1201805,LUNG,0.31312266
SRR896673,LIVER,0.72884053
ERR532613,PROSTATE,1.0
ERR532552,PROSTATE,1.0
SRR1213816,OTHER,1.0
SRR546581,KIDNEY,1.0
SRR542398,BREAST,1.0
SRR1721279,ADRENAL GLAND,1.0
SRR897076,BRAIN,0.52205133
SRR897800,LIVER,0.5959454
SRR1193524,BRAIN,0.9095901
SRR896708,LIVER,0.6962446
SRR897204,BRAIN,1.0
SRR897211,BRAIN,1.0
SRR897346,BRAIN,1.0
SRR897642,BRAIN,1.0
SRR898184,BRAIN,1.0
SRR896698,LIVER,0.76128364
SRR1190367,BRAIN,0.96767265
SRR959609,BRAIN,0.999135
SRR897442,LIVER,0.6031319
SRR1201795,BONE MARROW,0.24326539
SRR926652,OTHER,0.5097791
SRR897662,BRAIN,1.0
SRR959681,BONE MARROW,0.5040774
SRR897982,BRAIN,1.0
SRR1201704,LUNG,0.3447095
SRR1201781,BRAIN,0.2796199
SRR959706,BONE MARROW,0.4777034
SRR650192,PROSTATE,0.5416657
SRR959742,BONE MARROW,0.43796617
SRR1203026,BRAIN,0.864545
SRR542384,BREAST,0.99999654
SRR959630,BRAIN,0.9978367
SRR897212,BRAIN,1.0
ERR649050,ESOPHAGUS,0.51281816
SRR959674,BONE MARROW,0.43782958
SRR897097,BRAIN,0.66420203
SRR897974,BRAIN,1.0
SRR1193010,BRAIN,0.88490784
SRR1216083,BRAIN,1.0
SRR896954,BRAIN,1.0
SRR1190464,BRAIN,0.81340504
SRR898198,BRAIN,1.0
SRR898284,BRAIN,0.5500194
SRR897953,BRAIN,1.0
SRR896959,BRAIN,1.0
SRR897926,BRAIN,1.0
SRR2087207,STOMACH,0.5269881
SRR2166635,BRAIN,0.96664083
SRR1216073,BRAIN,1.0
SRR1216125,BRAIN,1.0
SRR959604,BRAIN,0.99889624
SRR897951,BRAIN,1.0
ERR502851,BONE MARROW,0.99999315
SRR1190368,BRAIN,0.9431428
ERR833231,OTHER,1.0
SRR897972,BRAIN,1.0
ERR649029,ESOPHAGUS,1.0
SRR1193523,BRAIN,0.91833985
SRR1216004,LIVER,0.7656574
SRR896674,LIVER,0.7724274
SRR897326,BRAIN,1.0
SRR2166638,OTHER,0.87340105
SRR896679,LIVER,0.7023995
SRR897260,BRAIN,1.0
SRR898490,BRAIN,1.0
SRR1202945,OTHER,0.7836809
ERR649036,ESOPHAGUS,0.9983492
SRR1201701,LUNG,0.2981423
SRR948105,BONE MARROW,0.9998676
SRR897932,BRAIN,1.0
ERR832540,OTHER,1.0
SRR897065,BRAIN,0.69491005
SRR897583,BRAIN,1.0
SRR1202289,BRAIN,0.28837058
ERR975344,OTHER,0.9987483
SRR959602,BRAIN,0.99814117
SRR897081,BRAIN,0.54661965
SRR897423,LIVER,0.60392296
SRR898219,BRAIN,1.0
SRR1216006,LIVER,0.7857634
SRR922458,OTHER,1.0
SRR896735,LIVER,0.6301122
SRR897681,BRAIN,1.0
SRR897089,BRAIN,0.78426754
SRR898292,LIVER,0.6046956
SRR897596,BRAIN,1.0
SRR897652,BRAIN,1.0
SRR897950,BRAIN,1.0
ERR975347,OTHER,0.99999505
SRR633590,BREAST,0.47058
SRR633573,BREAST,0.7897091
SRR1216072,BRAIN,1.0
ERR519511,SKIN,0.7789102
SRR898383,BRAIN,1.0
SRR897587,BRAIN,1.0
SRR1216014,LIVER,0.74096096
SRR898293,LIVER,0.5990113
SRR1203773,OTHER,0.9549416
SRR1216099,BRAIN,1.0
SRR897068,BRAIN,0.5232991
SRR1201686,LUNG,0.36306992
SRR897263,BRAIN,1.0
SRR1193198,BRAIN,0.8789485
SRR897050,BRAIN,0.6589637
SRR898226,BRAIN,1.0
SRR898401,BRAIN,1.0
SRR897208,BRAIN,1.0
SRR897478,LIVER,0.69376045
SRR896865,BRAIN,1.0
SRR898018,BRAIN,1.0
ERR519479,ESOPHAGUS,0.9999577
SRR990071,LIVER,0.8052188
SRR959738,BONE MARROW,0.53291994
SRR898471,BRAIN,1.0
SRR897109,LIVER,0.6344191
SRR1201679,LUNG,0.32852829
ERR532597,PROSTATE,1.0
SRR897451,LIVER,0.65194654
SRR897238,BRAIN,1.0
SRR897249,BRAIN,1.0
SRR1201828,KIDNEY,0.9850562
SRR1721304,LUNG,1.0
SRR897571,BRAIN,1.0
ERR519474,ESOPHAGUS,0.99999225
SRR897458,LIVER,0.6403435
SRR897712,BRAIN,1.0
SRR1192836,BRAIN,0.76064014
ERR210959,BRAIN,0.9992124
SRR1213775,OTHER,1.0
SRR542354,BREAST,1.0
SRR897609,BRAIN,1.0
SRR959597,BRAIN,0.99772376
SRR897656,BRAIN,1.0
SRR897111,LIVER,0.6786075
SRR926655,OTHER,0.8324752
SRR897628,BRAIN,1.0
SRR896694,LIVER,0.75886214
SRR542382,BREAST,0.9999998
ERR863547,LIVER,1.0
SRR897481,LIVER,0.6001438
SRR897225,BRAIN,1.0
SRR898026,BRAIN,1.0
SRR959440,OTHER,0.6889347
ERR832547,OTHER,1.0
