,tissue,tissue_confi
SRR1201679,OVARY,0.9098765
ERR210957,BRAIN,0.99443835
SRR897683,BRAIN,1.0
SRR897977,BRAIN,1.0
SRR609425,BRAIN,1.0
SRR898228,BRAIN,1.0
SRR959600,BRAIN,0.94767874
SRR801426,STOMACH,0.99800825
SRR897269,BRAIN,1.0
SRR948105,BONE MARROW,0.9999998
SRR898390,BRAIN,0.9999999
SRR542396,BREAST,1.0
SRR1657549,ESOPHAGUS,1.0
SRR633579,BREAST,0.9999954
SRR1216106,BRAIN,1.0
SRR897214,BRAIN,0.9999999
SRR898426,BRAIN,1.0
SRR609422,BRAIN,1.0
SRR896912,BRAIN,1.0
SRR091695,BONE MARROW,0.9999442
SRR898371,BRAIN,1.0
SRR1657542,ESOPHAGUS,1.0
SRR1216090,BRAIN,1.0
ERR532582,PROSTATE,1.0
SRR898489,BRAIN,1.0
ERR649061,KIDNEY,0.9999882
SRR897655,BRAIN,1.0
SRR897654,BRAIN,1.0
ERR519468,ESOPHAGUS,0.9999978
SRR896860,BRAIN,1.0
SRR897224,BRAIN,0.99999964
SRR898395,BRAIN,1.0
ERR519507,ESOPHAGUS,0.9978573
SRR1649196,BONE MARROW,0.9933771
SRR801424,STOMACH,0.9999998
SRR896866,BRAIN,1.0
SRR2087207,ESOPHAGUS,0.9944283
SRR922456,BONE MARROW,0.9999838
SRR897625,BRAIN,1.0
ERR649046,ESOPHAGUS,0.99999964
SRR1216075,BRAIN,0.9999995
SRR959606,BRAIN,0.95991814
SRR628226,PANCREAS,1.0
SRR542355,BREAST,0.9981886
SRR896955,BRAIN,1.0
SRR542354,BREAST,0.99976885
SRR611068,BRAIN,1.0
ERR833243,BONE MARROW,0.9996506
SRR896870,BRAIN,1.0
SRR546583,KIDNEY,1.0
SRR926650,BONE MARROW,0.999932
SRR2166627,BONE MARROW,0.9996813
SRR633580,BREAST,0.9999984
SRR897323,BRAIN,1.0
SRR898380,BRAIN,1.0
SRR1216057,BRAIN,0.99999964
SRR633582,SKIN,0.9999487
SRR898024,BRAIN,1.0
SRR2166631,BONE MARROW,0.9999713
SRR897592,BRAIN,1.0
SRR897711,BRAIN,1.0
SRR1201832,KIDNEY,0.9944483
SRR898032,BRAIN,1.0
SRR542362,BREAST,0.9949401
ERR210964,BRAIN,0.9564748
SRR1767290,STOMACH,0.91352093
SRR898197,BRAIN,1.0
SRR898384,BRAIN,1.0
SRR896937,BRAIN,1.0
SRR542403,BREAST,1.0
SRR897983,BRAIN,1.0
SRR1216101,BRAIN,1.0
SRR1201718,OVARY,0.9394437
SRR633569,BREAST,0.9841901
SRR896980,BRAIN,1.0
SRR896931,BRAIN,1.0
SRR926688,LIVER,1.0
SRR834571,LIVER,1.0
SRR873420,BRAIN,0.9989978
SRR896971,BRAIN,1.0
SRR897686,BRAIN,1.0
SRR014498,STOMACH,0.9766305
SRR1216133,BRAIN,0.9999998
ERR519486,ESOPHAGUS,0.9999604
ERR832557,BONE MARROW,0.99938554
SRR1213739,STOMACH,0.98458207
SRR897702,BRAIN,1.0
SRR898007,BRAIN,1.0
SRR898482,BRAIN,1.0
SRR898046,BRAIN,1.0
ERR731482,LUNG,0.9999274
SRR898212,BRAIN,1.0
ERR519515,ESOPHAGUS,0.9999998
SRR897602,BRAIN,1.0
ERR833232,BONE MARROW,0.9999789
SRR546585,KIDNEY,1.0
SRR898471,BRAIN,1.0
SRR898208,BRAIN,1.0
SRR898420,BRAIN,0.9999999
SRR897249,BRAIN,0.9999998
SRR1201862,OVARY,0.9036565
SRR897232,BRAIN,0.9999999
ERR649049,ESOPHAGUS,0.96805274
SRR897579,BRAIN,1.0
SRR959618,BRAIN,0.9875808
SRR897255,BRAIN,0.9999998
SRR898236,BRAIN,1.0
SRR387445,BONE MARROW,0.99607277
ERR532593,PROSTATE,1.0
SRR316212,LIVER,1.0
SRR897604,BRAIN,1.0
SRR896875,BRAIN,0.9999999
SRR897638,BRAIN,1.0
ERR532555,PROSTATE,1.0
SRR1698142,SKIN,1.0
SRR897690,BRAIN,1.0
SRR897689,BRAIN,1.0
ERR833238,BONE MARROW,0.99998224
SRR879366,BRAIN,0.9982711
SRR896964,BRAIN,1.0
SRR896896,BRAIN,1.0
SRR897594,BRAIN,1.0
SRR1721294,STOMACH,0.9916469
SRR898018,BRAIN,1.0
SRR1216093,BRAIN,1.0
SRR898470,BRAIN,1.0
SRR2103638,LUNG,1.0
SRR897970,BRAIN,1.0
SRR1201701,OVARY,0.9134461
ERR832550,BONE MARROW,0.9996392
SRR897198,BRAIN,0.9999999
SRR959646,BRAIN,0.9866661
SRR898045,BRAIN,1.0
SRR897987,BRAIN,1.0
SRR897976,BRAIN,0.9999999
SRR897265,BRAIN,0.9999999
SRR1216118,BRAIN,0.99999315
SRR922452,BONE MARROW,0.9999784
SRR897675,BRAIN,1.0
SRR633576,BREAST,0.999986
SRR542360,BREAST,0.99971867
SRR898383,BRAIN,1.0
ERR832558,BONE MARROW,0.9994028
SRR897317,BRAIN,1.0
SRR1216107,BRAIN,1.0
SRR898433,BRAIN,1.0
SRR897580,BRAIN,1.0
SRR1201670,OVARY,0.9469346
ERR833228,BONE MARROW,0.9981858
SRR897215,BRAIN,0.9999995
ERR532577,PROSTATE,1.0
ERR519516,ESOPHAGUS,0.92920274
ERR532579,PROSTATE,1.0
SRR387431,BONE MARROW,0.9989046
SRR898441,BRAIN,1.0
ERR833247,BONE MARROW,0.99996316
SRR1721313,STOMACH,0.9822685
SRR1721302,LUNG,0.9999983
ERR833219,BONE MARROW,0.9999691
SRR922463,BONE MARROW,0.9999999
ERR833230,BONE MARROW,0.99817216
SRR948103,BONE MARROW,0.9999998
SRR897940,BRAIN,1.0
SRR898229,BRAIN,1.0
ERR649032,ESOPHAGUS,0.99998486
SRR896863,BRAIN,1.0
SRR1201866,OVARY,0.9028366
ERR532550,PROSTATE,1.0
SRR633558,BREAST,0.9999979
SRR1657545,ESOPHAGUS,1.0
SRR898368,BRAIN,1.0
SRR897988,BRAIN,1.0
SRR898040,BRAIN,1.0
SRR2925164,OVARY,0.9916581
SRR1201707,OVARY,0.92143345
SRR926646,BONE MARROW,0.9999579
