,sex,sex_confi
SRR915791,male,0.9823779
ERR752837,male,0.95927525
SRR959654,female,0.9034885
SRR896942,male,0.9623926
SRR797133,female,0.99992657
SRR2314003,female,0.99998796
SRR1747163,male,0.96736705
SRR611845,female,0.9891283
SRR1146081,female,0.9999183
DRR006396,female,0.99508905
SRR1785250,female,0.9922801
SRR896793,male,0.9313594
ERR752658,male,0.97426355
SRR801697,female,0.9994591
SRR959623,female,0.7809886
SRR191677,female,0.99964887
SRR650166,male,0.8707396
SRR1823866,female,0.98988485
SRR1201720,female,0.9556778
SRR1177723,female,0.99791557
SRR791064,female,0.9966769
SRR915794,male,0.93356943
ERR752683,male,0.9721197
SRR2443229,female,0.9997283
SRR650205,male,0.9870059
SRR959718,female,0.8986902
SRR1746781,female,0.929045
SRR898462,male,0.97829974
SRR1177756,female,0.9994801
SRR1002101,female,0.99997175
SRR1747155,male,0.9556529
SRR1192838,male,0.9999652
SRR903090,male,0.82308567
SRR650171,male,0.9997805
SRR1146119,male,0.9983462
ERR315451,female,0.99219483
SRR1693452,male,0.98975563
SRR896952,male,0.98204154
SRR897546,male,0.9509314
ERR922711,male,0.9999908
ERR210963,female,0.9999409
SRR1101239,male,0.5592052
SRR959674,female,0.9021932
SRR1576145,male,0.95054567
SRR1265654,male,0.97718304
SRR1721286,male,0.9901584
SRR1202978,female,0.8586132
SRR057648,male,0.9998597
SRR2166625,male,0.9999035
SRR1193101,male,0.9999939
DRR006407,female,0.99119437
SRR648406,female,0.95220405
SRR1047818,male,0.93501186
ERR649059,male,0.97961396
SRR2049694,male,0.9733939
SRR1693464,male,0.996558
SRR2313084,female,0.98282015
SRR191687,male,0.9813445
ERR329523,female,0.98692405
SRR1216005,male,0.99754584
DRR006377,female,0.97824574
ERR519523,female,0.99930227
SRR2049610,male,0.9716212
SRR1576187,male,0.9968597
SRR896899,male,0.98064613
SRR191663,male,0.9900675
SRR868822,female,0.9997443
SRR1652968,female,0.99860746
SRR897667,male,0.95834196
SRR897430,male,0.9978272
SRR898492,male,0.96052516
SRR1957192,female,0.99830854
SRR897687,male,0.96563387
SRR825136,male,0.9912607
ERR863755,female,0.99992895
ERR315436,male,0.999001
SRR959687,female,0.9163183
SRR1313219,female,0.998968
SRR1216042,male,0.9469093
ERR752570,male,0.9562249
SRR3096650,female,0.53490347
SRR2087336,male,0.98411304
SRR1693614,male,0.99877214
SRR1521442,male,0.9615065
SRR2314040,female,0.99999934
SRR1373457,female,0.9992302
SRR1596224,male,0.99742377
SRR2313067,male,0.9961726
SRR897601,male,0.98197806
ERR649025,male,0.9670237
SRR959594,female,0.7737015
ERR752656,male,0.9364621
SRR317086,male,0.95411986
SRR1177752,male,0.9201441
SRR018269,female,0.60209227
ERR752732,male,0.96419173
SRR1768846,male,0.9985954
SRR2026314,female,0.9909898
SRR546589,female,0.966077
ERR752522,male,0.98209774
SRR1101236,male,0.97754955
SRR1521424,female,0.9999768
SRR1639251,male,0.9990021
SRR1067979,female,0.9997737
SRR897656,male,0.96841174
SRR1201719,female,0.95291483
SRR1216052,male,0.9819112
SRR2443248,female,0.99359256
SRR1060794,male,0.56137526
SRR650165,male,0.99978846
SRR1617415,male,0.8861431
SRR1177716,male,0.80783844
SRR1265582,male,0.9869444
SRR1521384,male,0.97301877
SRR396956,male,0.9978615
SRR537101,female,0.99946153
SRR897297,male,0.9499892
SRR897973,male,0.9801547
SRR1768889,male,0.9927074
ERR532607,male,0.9972514
SRR2925158,female,0.7624041
ERR922712,male,0.9999588
ERR833224,female,0.9965254
SRR1608918,male,0.75629556
SRR2052708,male,0.98925555
SRR797140,female,0.9999529
SRR1663238,male,0.99739915
SRR831044,male,0.6520262
SRR898448,male,0.9658286
SRR3067482,female,0.8061283
SRR896763,male,0.95443743
ERR833226,female,0.9966385
SRR633577,female,0.99989474
SRR1502810,male,0.9991083
SRR653397,female,0.9706356
ERR532603,male,0.9987277
SRR1698172,male,0.99929637
ERR752620,male,0.9571187
SRR897630,male,0.9887897
SRR633583,female,0.5055165
SRR835014,male,0.99851876
SRR791058,female,0.99996674
SRR648424,female,0.99998313
SRR1177693,female,0.9968975
SRR1203844,female,0.66213673
SRR1957206,male,0.9703065
SRR1385244,male,0.9999889
SRR898225,male,0.9728104
SRR896871,male,0.9822525
SRR1265496,male,0.9945299
SRR2040353,female,0.99587667
SRR1046814,male,0.9993428
SRR897105,male,0.9959377
SRR1146257,female,0.9966966
SRR1648332,male,0.99409735
SRR419390,male,0.9917367
SRR897833,male,0.9956263
ERR863756,female,0.99999857
SRR1698143,male,0.99704665
SRR787276,male,0.9684045
SRR1721311,female,0.9998487
SRR897829,male,0.99917585
SRR898136,male,0.9985827
SRR396942,female,0.99283266
SRR897600,male,0.9864936
SRR897205,male,0.9915455
SRR479055,female,0.9932356
SRR2087292,male,0.99985087
SRR1201771,female,0.97800255
SRR868825,female,0.9962247
ERR315335,female,0.9979765
SRR1909098,male,0.8265165
SRR605001,female,0.9855831
SRR896786,male,0.94524586
SRR1608665,male,0.9994386
SRR611848,female,0.99503535
SRR826663,female,0.99679756
SRR897086,male,0.9980353
DRR006414,male,0.9984252
ERR752708,female,0.9999652
SRR898243,male,0.9985364
SRR2052663,female,0.9993583
SRR846955,male,0.98551166
SRR1177703,female,0.9994694
SRR2037293,male,0.999921
ERR833252,female,0.9943247
ERR752730,male,0.96911365
SRR1663234,female,0.99994695
SRR575164,female,0.9924617
SRR896895,male,0.982864
SRR1313186,female,0.9994446
SRR650154,male,0.99885714
SRR1663231,female,0.99280864
SRR2047484,male,0.8161684
SRR2049740,female,0.99992716
SRR898213,male,0.96616346
SRR1163272,male,0.97076607
SRR791049,female,0.9993108
ERR752631,female,0.99908847
SRR1576177,male,0.5111264
SRR1216108,male,0.9949932
SRR396907,female,0.99573815
SRR797090,female,0.9983753
SRR2049728,male,0.9957503
SRR1656636,male,0.99989593
SRR2052689,male,0.9904892
SRR2087310,male,0.9896361
SRR896692,male,0.9996406
SRR1754137,female,0.9057053
SRR1803374,male,0.9704623
SRR1265674,male,0.96506035
SRR896817,male,0.9385414
SRR1313115,female,0.9934303
SRR2926038,male,0.9938601
SRR896954,male,0.9504768
SRR897613,male,0.984161
SRR915772,male,0.9527129
SRR1163057,male,0.96267396
SRR1201808,female,0.9758865
SRR1785314,female,0.9960478
ERR532561,male,0.99544096
SRR1201708,female,0.92853165
SRR1026945,female,0.9992591
SRR633572,male,0.8919748
DRR014033,male,0.99629945
SRR1927034,male,0.93253267
SRR898468,male,0.96758014
ERR752551,male,0.9387623
SRR1265554,male,0.9899359
DRR006448,female,0.9987652
SRR423960,male,0.99887216
ERR752567,female,0.995324
SRR2443177,female,0.99788344
SRR896802,male,0.9437049
SRR1146097,male,0.99745834
SRR333696,male,0.8559211
SRR1747207,male,0.9337328
SRR611844,female,0.97460985
DRR006412,female,0.9712906
SRR1265636,male,0.9630251
SRR387446,male,0.9993659
SRR2037302,male,0.99994534
SRR897618,male,0.9841447
SRR1663271,female,0.8223194
SRR387442,male,0.99885356
ERR532441,male,0.99971074
SRR898240,male,0.99864656
SRR898429,male,0.9836236
SRR1617427,female,0.99870986
SRR1658417,female,0.81162137
SRR1693453,male,0.9937035
SRR1201706,female,0.9541871
SRR1551112,male,0.999941
SRR633574,male,0.938383
SRR1768879,male,0.9679786
SRR949103,female,0.9912529
SRR897858,male,0.96020824
ERR752679,male,0.98927754
SRR897573,male,0.98864347
ERR752545,male,0.95537394
SRR898181,male,0.99004877
SRR1026961,male,0.9204652
SRR397196,male,0.9999875
SRR1652956,male,0.82935894
ERR752614,male,0.94847125
SRR542346,female,0.9813879
SRR897064,male,0.99621344
SRR1265500,male,0.96422184
SRR1576171,male,0.90223634
SRR1036005,male,0.99695474
SRR650130,male,0.9976719
SRR2545355,female,0.81629264
SRR897106,male,0.9973477
SRR868855,female,0.99903935
SRR1036125,male,0.9974583
SRR1047864,female,0.9953682
SRR897500,male,0.93898284
SRR786620,female,0.99921286
SRR2049781,male,0.94663227
ERR532588,male,0.9999207
SRR014495,male,0.68687403
SRR897674,male,0.96050537
SRR797145,female,0.9928508
SRR1721301,male,0.92152536
SRR1146076,male,0.9906359
SRR1608542,female,0.9985158
SRR387437,male,0.99904263
SRR1265647,male,0.9728195
SRR1036002,male,0.99643576
SRR1193198,male,0.9999959
SRR1617443,male,0.9999925
DRR006469,female,0.98027706
ERR863706,female,0.99999964
SRR298697,female,0.7594285
SRR1313185,female,0.9975883
DRR006415,male,0.99834234
SRR1747146,male,0.9522727
SRR897147,male,0.9484719
SRR1190370,male,0.99994105
SRR1047868,male,0.93626946
SRR397226,male,0.99883825
SRR1026912,female,0.99947226
SRR2049598,female,0.99996865
SRR896969,male,0.95264494
SRR542387,female,0.99999714
SRR896975,male,0.97420627
SRR2049721,male,0.98652935
SRR1313197,female,0.9997531
SRR1768836,female,0.9985528
SRR1658439,male,0.8773578
SRR1202649,female,0.8946103
SRR1216073,male,0.9819523
SRR1576179,male,0.9809068
SRR1768848,male,0.99875337
SRR1017533,male,0.9954109
SRR2049651,female,0.99601233
SRR1265559,male,0.94698554
SRR898309,male,0.92923355
ERR863693,female,1.0
SRR896902,male,0.9848091
SRR896830,male,0.989772
SRR897905,male,0.9414733
ERR752582,male,0.9779358
SRR868812,female,0.9953659
SRR903186,male,0.9970418
ERR752806,male,0.9891062
SRR278174,female,0.9973823
SRR1026956,female,0.99873745
SRR897641,male,0.9909977
SRR1268078,female,0.997989
SRR1201726,female,0.6742973
SRR1026877,male,0.9659678
ERR752725,female,0.9968281
SRR2537082,female,0.9904424
SRR934363,male,0.99734277
SRR1583602,male,0.9994798
SRR397208,female,0.9853363
SRR837865,male,0.9999936
SRR1216135,male,0.96185935
SRR1265505,male,0.99510753
SRR309135,female,0.9904162
SRR1927028,male,0.96574545
SRR948109,male,0.99894714
SRR1313161,female,0.9999768
SRR1313217,female,0.9988905
SRR2049648,female,0.99996626
SRR2026315,female,0.9762788
SRR650178,male,0.99957293
SRR897223,male,0.9748821
SRR868871,female,0.9869695
SRR897222,male,0.9817341
SRR1265511,male,0.9875227
SRR479069,female,0.99933493
SRR831014,male,0.78291386
SRR898486,male,0.96267873
SRR1192166,male,0.9999817
SRR1721280,female,0.9990841
SRR1146242,male,0.9985946
SRR1785318,female,0.99496204
SRR2925160,female,0.9683815
SRR897619,male,0.98887634
SRR1177735,male,0.94657373
SRR837859,male,0.999996
SRR1781563,male,0.63747096
SRR868843,female,0.99927986
ERR752623,male,0.96867657
SRR797165,female,0.998567
SRR898391,male,0.98251164
SRR1146139,male,0.9915308
SRR2314036,male,0.9831004
SRR897923,male,0.98733294
ERR833248,male,0.9866412
SRR1785238,female,0.9976608
SRR975558,male,0.9901139
SRR1190503,male,0.9999935
SRR2443259,female,0.99796736
SRR959726,female,0.9068183
ERR841674,male,0.99778366
SRR1177686,female,0.9994008
ERR532596,male,0.99942696
SRR1658421,female,0.80281
SRR897138,male,0.9405161
SRR896877,male,0.98861563
SRR897860,male,0.94809705
SRR1146165,female,0.9999199
ERR532446,male,0.98891735
SRR2052748,female,0.9932645
SRR2087312,female,0.99914676
SRR897201,male,0.9812229
ERR532439,male,0.9996816
SRR897848,male,0.9974886
SRR1521444,male,0.94838095
SRR2040359,female,0.9999636
DRR006432,male,0.88418186
SRR898487,male,0.97104037
SRR2081129,male,0.9999982
SRR1216060,male,0.98514336
ERR532594,male,0.9997131
SRR363762,male,0.9996045
SRR898141,male,0.9986722
SRR897478,male,0.997659
ERR752698,female,0.9966092
ERR351434,female,0.99734575
SRR897425,male,0.99848425
SRR1373444,male,0.9933373
SRR1521360,female,0.9999976
SRR896670,male,0.99647295
SRR1927065,male,0.9656437
SRR1042015,male,0.9365395
SRR897066,male,0.99342805
SRR1652967,male,0.8378334
SRR2926037,male,0.99732226
SRR897610,male,0.9814041
SRR1313142,female,0.99934196
SRR397176,male,0.999977
ERR210960,male,0.9649974
SRR924146,male,0.9999366
SRR2049753,male,0.9294014
SRR1521388,female,0.99994296
SRR975577,male,0.9856237
SRR959603,female,0.7845242
SRR1216046,male,0.9736292
SRR1201797,female,0.94063246
ERR315383,male,0.99947834
SRR959667,female,0.8922049
ERR863704,female,0.9978777
SRR1206046,male,0.9402832
SRR1652935,female,0.9999633
SRR948111,male,0.9891987
SRR1268063,female,0.9989772
SRR2026311,female,0.99717677
SRR897118,male,0.9979283
SRR1521413,male,0.9988211
SRR332171,female,0.99993545
SRR897190,male,0.95048296
SRR1785294,female,0.99062645
SRR1206036,female,0.95682156
SRR396922,male,0.99671155
SRR897050,male,0.99784535
SRR1026904,male,0.8457198
SRR834560,male,0.99761516
SRR801700,female,0.999527
SRR897853,male,0.99741346
SRR2087329,female,0.99935067
SRR648418,male,0.99274826
SRR1146122,male,0.99166954
SRR959742,female,0.8985801
SRR1374340,male,0.95925033
SRR1191695,male,0.99993247
SRR1313173,female,0.97206277
SRR396924,female,0.9940198
SRR1163242,male,0.9908476
SRR2927596,male,0.8723189
SRR1268081,female,0.9961003
SRR1067948,male,0.8586151
SRR1026925,male,0.9202555
SRR648419,male,0.99418
SRR797170,female,0.88639957
SRR898337,male,0.9403979
ERR752892,male,0.96779567
SRR1617460,male,0.98638546
SRR1026879,male,0.93204117
SRR1693469,male,0.9987422
ERR863757,female,0.9991951
SRR014497,male,0.81788146
SRR1216033,male,0.9669348
SRR797086,female,0.9493761
SRR492036,female,0.75205386
SRR897671,male,0.953431
ERR560452,male,0.9998838
SRR1265524,male,0.981997
SRR1060786,female,0.6027483
SRR332266,male,0.9985051
SRR896768,male,0.9417287
SRR1177750,female,0.9976125
SRR868885,female,0.9963543
SRR1177672,female,0.9996322
SRR2049644,male,0.9553846
SRR1656637,male,0.9974952
SRR1385249,male,0.99991906
SRR2040266,female,0.99579203
SRR2313074,male,0.93675834
ERR752558,male,0.9622183
SRR1313180,female,0.99954784
SRR514134,female,0.7877052
ERR752881,male,0.97927964
SRR897259,male,0.99210006
SRR2049712,male,0.98084116
SRR897941,male,0.98658293
ERR832545,female,0.9922695
SRR897085,male,0.99812555
SRR897221,male,0.97978175
ERR752593,male,0.95359993
SRR1017528,female,0.7385448
SRR896694,male,0.99897146
SRR959643,female,0.79729855
SRR1803369,male,0.97586215
SRR2049698,male,0.9906211
SRR897864,male,0.9585118
SRR1186056,male,0.9826993
SRR1216058,male,0.98225373
SRR926699,male,0.99837506
SRR1067985,female,0.99998474
SRR1177722,male,0.92515934
ERR833239,male,0.97330225
SRR1268069,male,0.919212
SRR448096,female,0.99538785
SRR897612,male,0.986286
SRR1202087,female,0.7234877
SRR1177689,female,0.9994624
SRR548613,female,0.99928856
SRR653391,female,0.9094666
SRR926687,male,0.99843085
SRR363701,male,0.95852774
SRR896723,male,0.99845994
SRR896776,male,0.94144994
ERR668369,female,0.9980513
SRR1927036,female,0.99993134
SRR1193018,male,0.9999941
SRR975594,male,0.99980485
SRR1608820,female,0.9984919
SRR897646,male,0.9912876
SRR448116,male,0.9685378
SRR902954,male,0.9949977
SRR896935,male,0.967064
SRR897204,male,0.97648656
ERR532558,male,0.9996637
SRR1146159,male,0.99904335
SRR542365,female,0.99944496
SRR648410,male,0.9907602
SRR2049688,male,0.9520833
SRR1265560,male,0.99769896
SRR846959,male,0.8781673
SRR949127,female,0.9998886
ERR348415,male,0.9741206
SRR1002100,female,0.9999983
SRR896851,male,0.9801885
SRR897497,male,0.94079626
SRR1747211,male,0.97424537
SRR1698170,male,0.9886769
SRR897658,male,0.9663628
SRR959676,female,0.9514952
SRR648404,male,0.9771088
SRR898035,male,0.964938
SRR2052720,male,0.9874277
SRR896932,male,0.9646824
SRR650193,male,0.6157919
SRR349745,male,0.9992979
ERR532599,male,0.9999603
SRR1177680,male,0.92723846
SRR1216016,male,0.99742174
SRR897327,male,0.95840424
SRR897901,male,0.95344895
SRR1060782,female,0.5526286
SRR791060,female,0.99999064
SRR868834,female,0.9981135
SRR448103,male,0.9512396
SRR2052817,male,0.9690749
SRR1576159,male,0.9586276
ERR329503,male,0.9903983
SRR420194,male,0.9994804
SRR448105,male,0.98001385
SRR1201864,female,0.96378213
SRR363692,male,0.99876726
SRR2049747,male,0.9936229
SRR1576148,male,0.858704
SRR2314029,male,0.99000806
SRR1169862,male,0.9918685
SRR896689,male,0.99946344
SRR897113,male,0.996136
SRR1767253,female,0.99827003
SRR831040,female,0.50556684
SRR1146125,female,0.9875882
SRR2859775,male,0.8563215
SRR3067481,male,0.61359656
SRR542368,female,0.9953518
SRR948108,male,0.99660605
SRR1747183,male,0.94804955
SRR2049765,female,0.99977416
SRR448109,male,0.9800974
SRR1652951,male,0.8708304
SRR1971626,male,0.9904026
SRR1192837,male,0.99997026
SRR1026978,female,0.99964225
SRR1747173,male,0.97008
SRR1785246,female,0.9978825
SRR1657541,male,0.99978685
SRR831024,male,0.7800712
ERR752541,male,0.9592582
ERR752709,male,0.94046944
SRR1042024,male,0.9966059
ERR348420,male,0.96685857
SRR2049605,female,0.9998945
SRR650196,male,0.9993719
SRR1201979,female,0.99059933
SRR1374342,male,0.98996574
SRR1163270,male,0.993457
SRR1216125,male,0.9892461
SRR897207,male,0.97182
ERR315344,male,0.9979765
SRR2443193,female,0.99832344
SRR650189,male,0.96339047
SRR915777,male,0.9522419
SRR191690,male,0.99577796
SRR1521418,female,0.9999949
SRR396954,male,0.9991023
SRR898268,male,0.9982625
SRR898417,male,0.9888315
SRR1216115,male,0.9249443
SRR387448,male,0.99966735
SRR1265578,male,0.96526396
SRR191656,female,0.9964553
SRR896794,male,0.9617964
SRR2052781,female,0.9994006
ERR519496,male,0.96151066
SRR1265619,male,0.96082413
SRR1177724,female,0.99853027
SRR2049714,female,0.99873257
ERR752523,male,0.9590184
SRR648413,female,0.9759073
SRR1146131,male,0.99515593
ERR752686,male,0.92593414
SRR1313153,female,0.9997695
ERR315459,male,0.99592197
SRR396937,male,0.9029306
SRR1265538,male,0.97683823
ERR351438,male,0.96717787
ERR649051,male,0.9775197
SRR1163283,female,0.9465426
SRR1744453,female,0.97860223
SRR018263,male,0.9999879
SRR1202092,female,0.91214734
SRR897343,male,0.9682995
SRR896974,male,0.9699009
SRR448094,female,0.98922455
SRR1313094,female,0.9992092
SRR898480,male,0.96812457
SRR896771,male,0.9278795
ERR351414,male,0.94365585
SRR831009,male,0.55104357
ERR649055,male,0.9698203
SRR070188,female,0.6437551
SRR897154,male,0.9359147
SRR922461,female,0.99770814
ERR315390,female,0.999582
ERR351383,female,0.9821681
ERR752561,female,0.99934644
SRR915770,male,0.9466777
SRR897551,male,0.91656554
ERR832559,female,0.9893281
SRR797154,female,0.999613
SRR2049785,male,0.9524171
SRR1067996,male,0.88961107
SRR1648450,female,0.93999064
SRR020495,male,0.9999348
ERR030857,male,0.88700694
SRR1746783,male,0.918712
SRR1060798,female,0.5584419
SRR948497,female,0.99747103
SRR1427485,female,0.9991444
SRR1721309,female,0.99982893
SRR1663272,female,0.97661936
SRR1660810,male,0.9880501
SRR959595,female,0.7822884
SRR1047870,male,0.9123641
SRR2087298,female,0.94120866
SRR896681,male,0.9994141
SRR1927044,female,0.99987936
SRR1265613,male,0.9828027
SRR897285,male,0.94368315
SRR1203826,female,0.5513492
SRR1036100,male,0.99979496
SRR797076,female,0.5041195
SRR897699,male,0.944522
ERR752771,male,0.9404253
SRR1660808,male,0.97289103
ERR752640,male,0.95531684
SRR1265667,male,0.9878998
SRR1216080,male,0.980688
ERR315333,male,0.9997698
SRR2926047,male,0.9921713
SRR797088,female,0.88457507
SRR897706,male,0.9721409
ERR351393,female,0.92087376
SRR896709,male,0.9980874
ERR532601,male,0.9999485
SRR797075,female,0.9889696
SRR1146226,female,0.9998767
SRR846952,male,0.85099876
SRR902996,male,0.7740981
SRR492026,female,0.64355075
SRR393826,male,0.99661314
SRR2052687,male,0.9886309
SRR1203842,female,0.99378335
SRR1186053,male,0.9240696
SRR542369,female,0.9989254
SRR897609,male,0.9843216
ERR863703,female,0.9999708
SRR2049627,male,0.96131724
ERR752840,male,0.94519967
SRR2049646,male,0.8901294
ERR315420,male,0.99798584
SRR2314038,male,0.9871476
SRR787281,female,0.98869973
SRR1177694,female,0.99971026
SRR1313176,female,0.998813
SRR1042021,male,0.90642613
SRR950083,male,0.93068707
SRR2506791,male,0.99974024
SRR1521398,male,0.99375
SRR317042,female,0.73008496
SRR949119,male,0.99921435
SRR898121,male,0.99793684
SRR897292,male,0.9627465
SRR534299,female,0.968376
SRR868884,female,0.9996683
SRR830978,male,0.9666608
SRR1163247,female,0.9999712
SRR2052792,male,0.9593485
SRR2037305,male,0.9990605
DRR006456,male,0.995947
SRR1521404,male,0.91309035
SRR1265646,male,0.9698599
ERR752715,female,0.99906075
ERR315430,male,0.9182808
SRR1027174,female,0.9998234
SRR896820,male,0.9510887
SRR1202847,female,0.960701
SRR070191,female,0.8412164
SRR897956,male,0.9838561
SRR2049652,female,0.999657
SRR897090,male,0.9979541
SRR896920,male,0.9532735
SRR1760946,female,0.9828561
SRR2049601,female,0.99986297
SRR1026897,female,0.95680344
SRR1313126,female,0.9985402
SRR2049742,male,0.9730836
ERR649038,male,0.97077763
SRR926667,female,0.98042804
SRR1201980,female,0.95582867
SRR1186055,male,0.99998313
SRR1193522,male,0.9999933
ERR210952,male,0.9318776
SRR1576189,male,0.9810313
SRR934367,male,0.97750837
SRR2544801,male,0.6121732
SRR2052754,male,0.9866231
SRR898366,male,0.9426049
SRR1215997,male,0.9975599
SRR898346,male,0.94320965
SRR896777,male,0.9435488
SRR1216112,female,0.99555194
SRR2081136,male,0.9999436
SRR2049640,male,0.9827388
SRR1213702,male,0.99756575
SRR1026949,male,0.9239116
SRR897843,male,0.99785596
SRR2443172,female,0.9952488
SRR1163055,female,0.9994628
SRR926685,male,0.9998474
SRR1163244,female,0.98866636
SRR2443173,female,0.99751157
SRR611850,female,0.5477987
SRR2313980,female,0.99213696
SRR897726,male,0.9628539
SRR1177679,male,0.8996587
SRR396891,female,0.9999794
SRR1521389,female,0.9998894
SRR1747187,male,0.9606754
SRR2057555,female,0.982924
SRR897178,male,0.9306685
ERR752734,male,0.9561337
SRR1576152,female,0.5012036
SRR542350,female,0.9754404
ERR752744,male,0.97692233
SRR1265660,male,0.97218037
SRR797098,male,0.9825525
SRR1265540,male,0.97860956
SRR1648324,male,0.98506033
SRR897632,male,0.9842547
SRR1636951,male,0.9077529
SRR1747152,male,0.9687792
SRR1785276,female,0.99402773
SRR1536710,male,0.99959767
SRR1746778,female,0.9185087
SRR831016,male,0.82267255
SRR1313184,female,0.99981195
SRR1658423,female,0.5904385
SRR915785,male,0.92417467
SRR1521400,male,0.9798846
SRR898245,male,0.99800795
SRR834561,male,0.99798346
SRR801698,female,0.9968441
SRR835015,male,0.99982417
SRR396918,male,0.9998971
SRR897334,male,0.9674689
SRR191700,male,0.9847864
SRR2052806,male,0.99330443
SRR896834,male,0.9923564
SRR2313987,male,0.9887409
SRR2926044,female,0.94534683
SRR333704,male,0.9943668
SRR2545367,male,0.9169034
SRR1768840,male,0.9995478
SRR797135,male,0.991866
SRR897532,male,0.9429681
SRR2052764,female,0.99964046
SRR897841,male,0.99891835
SRR1521419,female,0.99998844
SRR363691,female,0.53831285
SRR2443202,female,0.99715936
SRR896878,male,0.9799471
SRR898425,male,0.9849191
SRR897720,male,0.9504427
SRR1047843,male,0.93124056
SRR898034,male,0.9637915
SRR396897,male,0.98952085
SRR897047,male,0.99549055
SRR1608788,male,0.9986785
SRR070186,male,0.9999546
SRR1721293,female,0.999839
SRR1216050,male,0.9514869
ERR863731,female,0.9999959
SRR801433,male,0.9984096
SRR2047487,male,0.8135382
SRR1747194,male,0.9828124
SRR2057558,female,0.9306365
SRR897978,male,0.98815334
SRR1203807,female,0.7312984
SRR1785256,female,0.9918395
SRR1060799,female,0.56362486
SRR959692,female,0.88431656
SRR1190369,male,0.99998367
SRR915790,male,0.94547033
SRR1754144,female,0.948809
SRR2052671,male,0.98549926
SRR1216000,male,0.99889386
SRR897677,male,0.9725445
SRR1617434,female,0.9991997
SRR1146254,male,0.9990252
SRR057645,male,0.9951372
SRR1265655,male,0.9967551
SRR332273,male,0.9960971
SRR2049769,female,0.99979335
SRR1747196,male,0.9588684
ERR833235,male,0.9877084
SRR948500,female,0.9929736
SRR949077,female,0.991042
DRR006424,male,0.9814118
SRR1617455,female,0.9978534
SRR2052696,female,0.99912655
SRR542394,female,0.9999865
SRR633556,female,0.7240825
SRR1027184,female,0.9994364
SRR1146176,male,0.99537265
SRR1767246,female,0.9951396
SRR644274,female,0.6563012
ERR752739,male,0.96564233
SRR1027010,female,0.99940205
SRR1201770,female,0.96339816
ERR315486,male,0.9998865
SRR2810186,male,0.98201543
ERR532566,male,0.99960995
SRR868874,female,0.99996865
SRR897791,male,0.9979536
SRR903074,male,0.9969859
SRR1374348,male,0.9904299
SRR791056,female,0.9999999
SRR902928,male,0.9969689
SRR897507,male,0.9247591
SRR317108,male,0.9991416
ERR752750,male,0.9715846
SRR1017524,female,0.7385448
SRR1747149,male,0.9779318
SRR1747162,male,0.95563954
ERR315422,female,0.9818889
SRR628584,female,0.8876953
SRR2052741,female,0.999877
SRR896742,male,0.9974294
SRR898330,male,0.93931067
SRR2049665,female,0.9996214
DRR014030,male,0.635315
SRR897422,male,0.9995119
SRR1146164,female,0.9999386
SRR1693632,male,0.97916305
SRR1265603,male,0.9875103
SRR1027994,female,0.9631281
SRR942563,male,0.9944312
SRR896908,male,0.96873444
SRR1002093,female,0.99992025
SRR649363,female,0.58919716
ERR752568,male,0.9660899
SRR896845,male,0.9923973
SRR633605,female,0.99995935
SRR2087348,female,0.9999302
SRR2557126,male,0.7348337
SRR1373442,male,0.98734844
SRR1698149,male,0.98633516
SRR897870,male,0.948367
SRR2443243,female,0.99952716
SRR786627,male,0.961796
SRR1265564,male,0.9910062
SRR902972,male,0.99507254
SRR1374351,male,0.93795377
SRR1201817,female,0.95629466
SRR959724,female,0.95283496
SRR1201774,female,0.9738844
DRR006413,female,0.98913556
SRR633902,male,0.997083
DRR006494,male,0.9956419
SRR332267,male,0.94708157
ERR752772,male,0.9508618
SRR959689,female,0.8877451
SRR1146088,male,0.9932826
SRR898196,male,0.98833686
SRR2087323,male,0.9992679
SRR1177671,female,0.94904596
SRR633594,male,0.9898435
SRR628583,female,0.848107
SRR2039199,female,0.76151216
SRR1663249,female,0.99840343
SRR546234,male,0.94774216
SRR628230,male,0.99249446
SRR1036133,female,0.99458104
SRR2047480,male,0.899233
SRR903330,male,0.73031545
SRR1823871,female,0.9939205
SRR897535,male,0.925842
SRR1035125,male,0.9655056
SRR2926020,male,0.99702865
SRR897863,male,0.956827
SRR898155,male,0.95079994
SRR1146248,male,0.9992813
SRR537111,male,0.9892637
SRR1608619,female,0.99981415
SRR2049770,male,0.97007483
SRR1553148,male,0.83048326
SRR514138,male,0.9911006
SRR1767292,female,0.9815687
SRR949096,male,0.9982708
SRR1663256,male,0.99892074
SRR988504,female,0.9980032
SRR633575,male,0.983858
SRR2049592,male,0.9891917
SRR959731,female,0.9084469
SRR2052678,male,0.9832756
SRR797156,female,0.99597156
SRR897522,male,0.9592639
ERR975345,male,0.99990064
SRR959610,female,0.78299737
ERR863680,female,0.9970339
SRR1785282,female,0.994532
SRR897121,male,0.99880916
SRR333698,female,0.79329324
SRR942551,female,0.68000644
SRR633606,female,0.9997857
DRR006476,male,0.9523031
ERR752755,male,0.9531587
SRR1201998,female,0.9466206
SRR1265677,male,0.9654678
SRR1521377,male,0.9725979
SRR898004,male,0.9743246
ERR752800,male,0.95853394
SRR959634,female,0.7809693
ERR752581,male,0.9837432
SRR897965,male,0.9887722
SRR949090,female,0.99517184
SRR1292156,female,0.9774216
SRR1576158,male,0.80049866
ERR649067,male,0.9429053
