,sex,sex_confi
SRR1177673,female,0.9975419
SRR1617438,male,0.9998237
SRR1767292,female,0.97122604
SRR897482,male,0.99786246
SRR903002,male,0.93375313
SRR896727,male,0.9993202
SRR2087333,male,0.974164
SRR896845,male,0.99775994
SRR387427,male,0.99980164
ERR752647,female,0.995183
ERR348413,female,0.86802894
SRR834567,male,0.99703264
SRR949077,female,0.9947397
SRR496579,male,0.9999998
SRR1192072,male,0.999956
SRR1521379,male,0.99591434
SRR1785256,female,0.99723417
SRR2544791,male,0.62710935
SRR070182,male,0.9992653
SRR896815,male,0.9940279
SRR1768952,male,0.9772536
SRR1201831,female,0.9782097
ERR315372,female,0.9951124
SRR898453,male,0.99187744
SRR897566,male,0.9947051
SRR898255,male,0.99874145
SRR1202303,female,0.99222314
SRR1617430,male,0.91847056
SRR897242,male,0.9895064
SRR898479,male,0.9922393
SRR2443204,female,0.999571
SRR2052742,male,0.9815558
SRR1146096,male,0.9941126
SRR1608623,female,0.9994277
ERR315416,male,0.91412336
SRR2926021,female,0.99040174
SRR1201803,female,0.9055468
ERR502859,male,0.999983
SRR317103,male,0.9997988
SRR897492,male,0.98932827
SRR896812,male,0.99410754
SRR542398,female,0.9999593
SRR896885,male,0.993783
SRR898291,male,0.99867284
SRR1216132,female,0.5866709
SRR2859775,male,0.8741236
SRR1657545,female,0.9994987
SRR2537083,female,0.9977643
SRR1216042,male,0.99137294
SRR397190,male,0.99978256
SRR2087315,male,0.9996735
SRR1265597,male,0.9527682
SRR898376,male,0.99721444
SRR898283,male,0.9983422
SRR896913,male,0.99561584
SRR1265620,male,0.97501296
SRR1521364,male,0.986345
SRR057640,male,0.99891645
SRR1760947,female,0.86421907
DRR006404,male,0.9723009
SRR797115,female,0.9985894
SRR897217,male,0.995278
SRR1124845,male,0.9915681
SRR898143,male,0.98763704
SRR797102,female,0.9993721
SRR1767297,female,0.9999978
SRR1768875,male,0.99377835
SRR1721305,female,0.9978863
ERR329523,female,0.98713416
SRR1177682,female,0.9784843
SRR1177732,female,0.9997848
SRR1649702,female,0.9967963
SRR1777318,female,0.58378804
SRR959657,female,0.59865254
SRR897818,male,0.9988456
SRR868877,female,0.99998343
SRR1502811,male,0.99852514
SRR387428,male,0.99972
SRR1427486,female,0.99112195
SRR397192,male,0.99214
DRR006436,female,0.80065536
ERR030857,male,0.9157931
SRR1146200,female,0.9997724
SRR903170,male,0.96223354
ERR975348,male,0.99999416
ERR752861,male,0.9697875
SRR1292162,male,0.9144726
SRR898419,male,0.9936765
SRR1657553,male,0.99972403
SRR1101235,male,0.99181604
SRR396941,male,0.9796734
SRR959706,female,0.5989067
ERR752850,male,0.96311533
SRR2313981,male,0.9885456
SRR1521426,male,0.5189008
SRR2443216,female,0.9991727
SRR2052681,male,0.9986332
SRR797118,female,0.9998728
SRR1927055,female,0.99726886
SRR2138385,male,0.93221617
SRR3096654,female,0.99947613
SRR831040,male,0.57668126
SRR1649699,female,0.9854164
SRR396912,female,1.0
SRR1193010,male,0.9999854
SRR1652921,male,0.9939912
SRR846935,male,0.98281413
SRR898339,male,0.993927
SRR896910,male,0.98868
ERR315406,female,0.97163343
SRR1201982,female,0.8819888
ERR752888,female,0.99770814
DRR006408,male,0.9383229
SRR1201718,male,0.68320817
SRR650205,male,0.9825269
ERR752634,male,0.9578084
SRR1190371,male,0.999962
SRR897264,male,0.9851061
SRR896979,male,0.9938782
SRR898302,male,0.9982227
SRR2052710,male,0.9955028
SRR649760,male,0.9967227
SRR898161,male,0.99204254
ERR752545,male,0.95297897
SRR1521391,male,0.9924596
ERR519505,male,0.9956052
SRR896763,male,0.9927372
SRR2052824,male,0.9583287
SRR1721298,male,0.9350518
SRR2443263,female,0.9981023
SRR897419,male,0.9991698
SRR575150,male,0.6349342
SRR396919,male,0.99811774
SRR896749,male,0.99068755
SRR830966,female,0.99296236
SRR896795,male,0.9931048
ERR329518,female,0.83812505
SRR1373449,female,0.99709004
SRR653392,female,0.96936876
SRR1385248,male,0.9998623
SRR898439,male,0.99174833
SRR1193101,male,0.9999956
SRR057646,male,0.9999771
SRR2052820,male,0.96677935
SRR1026923,male,0.96311045
SRR648405,male,0.9969694
SRR1313181,female,0.9993747
SRR397193,male,0.9999939
ERR863762,female,0.9999855
SRR1106536,female,0.98333627
SRR897498,male,0.9905056
SRR2926049,male,0.99715835
SRR2954771,female,0.89789945
SRR896918,male,0.9915482
SRR1608490,female,0.99723655
SRR1927022,male,0.99408424
SRR1177739,male,0.93856
SRR846954,male,0.96743995
SRR1027182,female,0.9999665
SRR2039199,female,0.8393108
SRR897254,male,0.9939864
SRR1927054,female,0.99886644
SRR797167,female,0.9945154
SRR1768895,female,0.9861783
SRR1042016,male,0.98406905
ERR035538,female,0.99455786
SRR2052822,male,0.98170984
SRR2087327,female,0.9995138
SRR611843,female,0.9231965
SRR898182,male,0.99388343
SRR1002086,female,0.9998577
SRR1026957,female,0.9955533
SRR419387,male,0.814216
SRR1617444,female,0.9997724
SRR1042022,male,0.9633719
SRR447177,female,0.7704322
SRR797099,female,0.99634755
SRR896842,male,0.9967759
SRR1265623,male,0.96893775
SRR959705,female,0.59889376
SRR396922,male,0.99847114
SRR831028,male,0.5727247
SRR1747143,male,0.9909156
SRR1156257,female,0.52989024
SRR897879,male,0.98706645
ERR752734,male,0.9468406
SRR975553,female,0.9988036
SRR1292152,male,0.90242463
SRR897158,male,0.98624486
SRR2954770,female,0.96769965
SRR2026322,male,0.8186016
SRR611849,female,0.9999725
SRR1193008,male,0.99999535
SRR014497,male,0.85727155
SRR898191,male,0.9959369
SRR898159,male,0.9892287
SRR1146206,male,0.99312514
SRR2052752,female,0.9999553
SRR1201817,female,0.90032417
ERR832547,female,0.99419487
SRR397207,female,0.85957986
SRR922455,female,0.9992835
SRR542362,female,0.7754439
SRR1746771,male,0.9871808
SRR648411,female,0.7811742
SRR2049750,male,0.9972417
ERR832536,male,0.9345524
SRR2049789,male,0.98782223
SRR896739,male,0.99903524
SRR959691,male,0.63988346
SRR903306,male,0.99947536
SRR1313172,female,0.7959786
SRR898031,male,0.99221104
ERR752768,male,0.969594
SRR1313152,female,0.9999753
ERR661282,female,0.78143185
SRR2926016,female,0.99928874
SRR1521208,female,0.80650854
SRR897205,male,0.9978385
SRR2314032,female,0.9999955
SRR903226,male,0.99352473
SRR797090,female,0.9997325
SRR924146,male,0.99992645
SRR1657549,female,0.9998497
ERR752844,male,0.9738203
SRR898202,male,0.9972431
SRR298697,female,0.73895466
SRR897091,male,0.9981929
SRR897113,male,0.99799615
SRR1216097,male,0.99325883
SRR959697,female,0.5113597
SRR1265672,male,0.93780386
SRR191640,female,0.9999954
SRR898455,male,0.99501914
SRR898006,male,0.9907402
SRR1146180,male,0.9982584
ERR752748,male,0.972566
SRR897910,male,0.9921172
SRR962600,female,0.99989355
SRR2166631,female,0.76397556
SRR091692,male,0.8699133
SRR797145,female,0.99818385
SRR896682,male,0.9974121
SRR831018,male,0.9374777
SRR2049711,male,0.965078
ERR519486,male,0.9993353
SRR575144,male,0.9999956
SRR897830,male,0.9993664
ERR532605,male,0.9990014
SRR1268070,female,0.99810886
SRR915784,male,0.9339684
SRR1658410,female,0.9938344
SRR546585,male,0.9938245
ERR649069,male,0.9189665
SRR1265542,male,0.99535525
SRR1652970,male,0.8875624
ERR752579,male,0.95645684
ERR315345,female,0.9999957
SRR897854,male,0.9988388
ERR752865,male,0.97279805
ERR329513,male,0.9655832
SRR653394,female,0.95018214
SRR1146203,male,0.99880505
SRR897411,male,0.9979798
SRR423958,male,0.9984825
SRR2087373,male,0.9190385
SRR628226,male,0.99817026
SRR903014,male,0.9993229
ERR752717,female,0.9993164
SRR2049635,male,0.9730692
SRR949086,male,0.9995214
SRR791044,female,0.99595654
SRR074899,female,0.9437815
SRR924530,male,0.9999833
ERR863704,female,0.99546754
SRR897835,male,0.9993447
SRR1663230,male,0.9993286
SRR896880,male,0.9956814
SRR896938,male,0.9947243
SRR897911,male,0.9889162
ERR752640,male,0.95289147
SRR648419,male,0.9998456
DRR006478,male,0.9978097
SRR898226,male,0.98888797
SRR1608510,female,0.9997345
SRR1313160,female,0.9998398
ERR315327,male,0.99990034
ERR752811,male,0.97423726
SRR897863,male,0.9936864
ERR351402,female,0.99264556
SRR191717,male,0.8554921
ERR863681,female,0.9974164
ERR863756,female,0.99999887
SRR575162,female,0.7019363
SRR2443194,female,0.99812734
SRR897047,male,0.99783516
DRR006426,male,0.966815
ERR833246,female,0.99701387
SRR653400,female,0.917002
ERR752627,male,0.9571387
SRR898045,male,0.9939315
SRR797094,female,0.97914296
SRR1927045,male,0.9938259
SRR898301,male,0.99925566
SRR1657552,male,0.99905205
SRR1027004,female,0.996308
SRR1648450,male,0.5461731
SRR897627,male,0.99751043
SRR363688,male,0.96430147
SRR1216088,male,0.9954923
SRR2052735,male,0.97293043
SRR896736,male,0.9988661
SRR1146250,female,0.9995836
SRR1067988,male,0.95812625
SRR1313189,female,0.9953944
SRR786626,female,0.9936471
SRR1313224,female,0.9996222
SRR2087305,male,0.9999606
ERR329503,male,0.9891251
SRR976738,female,0.98971975
SRR2314002,male,0.9964353
SRR897059,male,0.9991749
SRR1201804,female,0.8897627
SRR1652929,male,0.9937965
SRR332271,male,0.9981381
SRR897304,male,0.9942565
SRR191651,female,0.9985324
SRR897531,male,0.9912721
SRR868814,female,0.99511033
SRR897290,male,0.97935915
SRR2049601,female,0.99960136
SRR896743,male,0.99319017
SRR1663281,male,0.99847764
ERR752605,male,0.9152385
SRR1521365,male,0.994442
ERR863746,female,0.99999106
SRR1657548,male,0.99954396
SRR1561680,female,0.94334424
SRR1177668,female,0.99957305
SRR2052774,male,0.97543365
SRR896794,male,0.99295366
ERR315328,female,0.99893636
SRR896962,male,0.99345016
SRR898340,male,0.98811257
ERR532587,male,0.99996054
SRR959630,male,0.6082686
SRR191687,male,0.97685945
SRR2052765,female,0.99983805
SRR1767244,female,0.99951446
SRR1721289,female,0.9998628
SRR1754135,female,0.96646297
SRR1163261,male,0.7629305
SRR896931,male,0.9946666
SRR1767259,female,0.99959296
SRR1216101,male,0.993734
SRR897990,male,0.99318725
SRR039628,male,0.9884202
SRR897979,male,0.99589187
SRR530651,female,0.9389967
SRR897720,male,0.98886836
SRR1207372,male,0.996868
SRR3096545,female,0.9981762
SRR1017525,female,0.65545297
SRR898336,male,0.99370146
SRR1026930,female,0.9898318
SRR897527,male,0.98748094
SRR1265646,male,0.9632344
SRR1313200,female,0.99761
SRR1502797,male,0.9992081
SRR633571,male,0.93082285
SRR1265547,male,0.9830963
SRR797134,female,0.99974746
SRR1636950,male,0.94710314
SRR1002091,female,0.99998933
ERR532556,male,0.9999334
SRR1313211,female,0.99776256
SRR191712,female,0.99659044
SRR1163274,male,0.97650003
SRR317088,male,0.98348534
SRR897452,male,0.99924165
SRR2314011,male,0.990866
SRR834575,male,0.96009636
SRR1036095,female,0.9986664
SRR897952,male,0.9970376
ERR832540,male,0.8909048
SRR896906,male,0.9930897
SRR1201708,female,0.8567036
SRR396954,male,0.9997815
ERR532444,male,0.9987649
SRR333696,male,0.83848476
SRR1193403,male,0.99999523
SRR191661,male,0.966687
SRR902932,male,0.88808405
SRR1203774,female,0.9756979
SRR1374353,male,0.9826953
SRR826658,female,0.99300134
SRR1265594,male,0.97892267
SRR1313129,female,0.9997408
SRR2087356,female,0.9997994
SRR2040363,female,0.99993575
SRR1203807,female,0.81678134
SRR1768825,male,0.9999871
SRR1521428,female,0.9990063
SRR1652950,female,0.99870396
SRR396906,female,0.99352634
SRR1201703,female,0.85811853
SRR1747205,male,0.9952046
SRR897894,male,0.99101436
ERR833244,female,0.9965502
SRR611067,female,0.7663816
SRR2052709,male,0.9905244
SRR1265525,male,0.98903704
SRR791063,female,0.9999918
SRR1768865,female,0.9998566
SRR317097,male,0.98737824
SRR650203,male,0.9404186
SRR1747198,male,0.9955891
SRR948098,male,0.99985856
ERR863731,female,0.9999938
SRR897992,male,0.99089146
SRR1146191,female,0.99981415
SRR897856,male,0.9913192
SRR397215,female,0.986745
SRR1583594,female,0.97902596
ERR197922,male,0.99590385
SRR611850,female,0.91213274
SRR897321,male,0.99251425
SRR898478,male,0.9904913
ERR519515,female,0.99956495
SRR897614,male,0.9982689
SRR2052813,female,0.9979003
SRR2052704,male,0.98311555
SRR926649,male,0.9955503
SRR1608716,female,0.9995969
SRR791049,female,0.99945325
SRR897137,male,0.9888727
SRR2313085,male,0.9998782
SRR1169866,male,0.99909717
SRR896779,male,0.9918755
SRR1192839,male,0.99997234
SRR091691,female,0.736286
SRR1521437,male,0.994075
SRR448089,female,0.9972824
ERR752597,female,0.9982333
SRR898168,male,0.99418145
SRR898412,male,0.99661434
SRR897336,male,0.99521863
ERR649062,male,0.9785032
SRR1760945,female,0.8897278
ERR351417,female,0.9998714
SRR1561678,male,0.54172933
SRR1658438,male,0.9746686
SRR830973,male,0.9585625
SRR949082,female,0.99824125
SRR959739,male,0.64758384
SRR846939,male,0.9878462
ERR752584,male,0.9372557
SRR975561,male,0.994476
SRR898351,male,0.9949298
SRR898371,male,0.995821
SRR975572,male,0.9953208
SRR2040364,female,0.99953806
SRR387436,male,0.9998175
SRR1785306,female,0.9987833
SRR1927064,male,0.9915315
SRR2052678,male,0.98326206
SRR1617442,male,0.9999957
SRR2314018,male,0.9896046
ERR863548,male,0.99997556
SRR191690,male,0.9959687
SRR1698144,male,0.9907643
SRR2052679,male,0.9848959
SRR1190365,male,0.99999017
SRR1216050,male,0.99260604
SRR797169,female,0.9999809
SRR2052661,male,0.9934947
ERR532440,male,0.99984246
SRR1521381,male,0.9861137
SRR1216073,male,0.9943897
SRR791053,female,0.9997867
SRR976771,female,0.9941474
SRR2049705,male,0.99657524
SRR2049781,male,0.9766487
SRR333708,female,0.5806016
SRR1265577,male,0.97686577
ERR752603,female,0.9867791
SRR797086,female,0.98004454
SRR2314021,male,0.9923433
SRR3067481,female,0.52738035
ERR348422,female,0.87128985
SRR1033612,male,0.9966046
SRR896940,male,0.9863141
SRR1656645,female,0.9988877
ERR315347,male,0.97417766
SRR896860,male,0.9957569
SRR896905,male,0.99343204
SRR1313153,female,0.9996997
SRR897301,male,0.9919176
SRR897174,male,0.9927616
SRR396889,female,0.99433076
SRR922460,male,0.98925626
SRR1265653,male,0.995711
SRR628587,male,0.5721378
SRR1026984,male,0.9697753
ERR315442,male,0.99780387
SRR2859768,male,0.97765887
SRR2049627,male,0.9646018
SRR1265681,male,0.9569949
SRR1201779,female,0.93322486
ERR752530,male,0.9600771
SRR1177702,male,0.89845973
SRR897084,male,0.9990241
SRR1146190,male,0.9926466
SRR2052823,male,0.97369224
ERR315481,female,0.9999896
SRR1823859,male,0.8995867
SRR333700,male,0.89793336
SRR396932,male,0.877429
SRR2049636,female,0.9999646
SRR959622,male,0.6027659
SRR801701,female,0.97159356
SRR357412,male,0.9998573
SRR650144,male,0.7653737
SRR2049694,male,0.97919273
SRR633593,male,0.9974167
SRR897690,male,0.991851
SRR1292151,male,0.9495885
ERR348407,male,0.5131771
SRR1026994,female,0.9997982
SRR959595,male,0.583882
DRR006384,male,0.95531356
SRR1576150,male,0.97552025
SRR363697,female,0.55378574
SRR846947,female,0.9999564
SRR1163054,female,0.9985921
SRR1744443,female,0.85788214
ERR752736,male,0.96518517
SRR1201674,female,0.96368283
SRR959712,female,0.57534486
SRR897681,male,0.99333036
SRR1576152,male,0.9639193
SRR1216034,male,0.9974822
SRR897112,male,0.9973682
SRR1201979,female,0.98517483
SRR1768916,male,0.9999851
ERR315392,female,0.99806297
SRR897925,male,0.99608743
ERR752742,male,0.9584199
SRR1213580,male,0.9940661
SRR898254,male,0.9988251
SRR397205,male,0.9998156
SRR896840,male,0.996717
SRR1663236,male,0.9986843
SRR298699,female,0.8275525
SRR834576,male,0.99298364
SRR898327,male,0.99524677
ERR315421,male,0.98862475
SRR2052670,male,0.9725502
SRR419390,male,0.99593735
ERR975344,female,0.99823934
SRR896850,male,0.99696934
SRR397230,female,0.9998552
SRR897891,male,0.99299777
ERR752521,male,0.98045856
SRR2040269,female,0.98925275
SRR1649701,female,0.99638593
SRR868811,female,0.9964671
SRR1026996,male,0.95217496
ERR351360,female,0.9700815
SRR2314009,male,0.9840062
SRR897092,male,0.99865705
SRR1521394,male,0.9946127
SRR868855,female,0.99985695
SRR2087294,male,0.99992704
SRR835929,male,0.88491935
SRR332268,female,0.92057526
SRR896742,male,0.9982271
SRR897844,male,0.9988419
SRR1576154,male,0.9995764
SRR1785254,female,0.99927557
SRR922223,male,0.9916483
SRR633576,female,0.9997753
SRR868863,female,0.99990225
SRR1502793,male,0.99788696
SRR896694,male,0.99923086
SRR873420,male,0.9908206
SRR191647,male,0.9967104
SRR915765,female,0.9991784
SRR1551111,male,0.99994695
SRR1608638,male,0.99896115
SRR2052712,male,0.9920398
SRR1216110,male,0.9755085
ERR863682,female,0.99642354
ERR752866,male,0.9652789
DRR006474,female,0.9659751
SRR903274,male,0.9931427
SRR2052806,male,0.99400187
SRR648414,female,0.6976169
ERR668353,male,0.9961478
SRR897521,male,0.9933276
SRR2049585,male,0.9840797
SRR1374336,male,0.9344633
SRR191667,female,0.99997103
SRR2052722,male,0.99725807
SRR1201863,female,0.9879057
SRR1177696,male,0.9231126
ERR752765,male,0.9737998
SRR1146197,male,0.9974386
ERR519516,female,0.999025
ERR752539,female,0.9979372
SRR896752,male,0.9901489
SRR2313976,male,0.9785639
SRR1201762,male,0.70558554
SRR1721279,male,0.97998464
SRR896664,male,0.99905646
SRR1265521,male,0.97448033
SRR1608736,male,0.99811745
SRR1768904,male,0.975927
SRR387440,male,0.99967545
SRR1720782,male,0.68117446
SRR1060764,male,0.86347073
ERR519498,male,0.99836034
SRR959628,male,0.61601055
SRR897991,male,0.99454135
ERR661158,female,0.92933357
SRR797091,female,0.9995321
SRR764669,female,0.86267567
SRR542397,female,0.9996193
SRR1823865,female,0.99906194
SRR897101,male,0.99918973
SRR1265676,male,0.9944475
SRR633558,female,0.9648782
SRR317105,male,0.9926734
SRR898338,male,0.9861239
ERR315469,female,0.9717887
SRR2087339,female,0.9982392
SRR2545355,female,0.5521202
SRR1576175,male,0.9883238
SRR959626,male,0.6151097
SRR1265678,male,0.9877609
SRR896849,male,0.99415463
ERR752721,male,0.9449092
ERR661164,female,0.94520104
SRR2443221,female,0.9974262
SRR456936,male,0.8948305
SRR898309,male,0.98920137
SRR948109,male,0.9997896
SRR2443241,female,0.9989319
SRR1265657,male,0.985322
SRR2081138,male,0.9999999
DRR006380,male,0.99179584
SRR1268077,male,0.98523605
SRR1698138,female,0.99922097
SRR448100,female,0.9885329
SRR915792,female,0.9988157
SRR2052800,male,0.99580014
SRR797149,female,0.9919669
SRR1026954,male,0.96381474
SRR1216036,male,0.99218255
ERR752795,male,0.9693306
SRR1026916,male,0.94037324
ERR752630,male,0.96933097
SRR1927023,female,0.99988854
SRR2052825,male,0.99782103
ERR752628,male,0.966348
SRR2049725,male,0.9904116
SRR1768943,male,0.9719408
SRR975579,male,0.9965539
SRR448095,male,0.98983383
ERR752582,male,0.9819266
SRR1521356,female,0.9999939
SRR896830,male,0.99687785
SRR534297,male,0.99993086
ERR832545,female,0.99361753
SRR1313137,female,0.9998971
SRR1768831,female,0.99704313
SRR915767,male,0.91792333
SRR1299439,male,0.99303275
SRR1163252,female,0.99875677
SRR868873,female,0.99934065
SRR1427125,male,0.9994031
SRR903090,male,0.9561346
SRR2087286,male,0.9998887
SRR1652942,female,0.6310462
ERR752672,male,0.9653021
SRR2049734,female,0.9994036
SRR2087284,female,0.9986464
ERR752785,male,0.9495638
SRR2049704,female,0.9989975
SRR2443196,female,0.9978652
SRR1744445,female,0.8655468
SRR1026950,female,0.99140894
SRR1068136,male,0.97964203
SRR897659,male,0.99212515
SRR897665,male,0.98999435
SRR1313165,female,0.9982338
ERR329520,male,0.9974505
SRR479071,female,0.99792415
SRR1292163,male,0.9454924
ERR649044,female,0.9993478
SRR1663262,female,0.96289426
SRR897905,male,0.990362
SRR975555,female,0.99944174
SRR1193006,male,0.99998856
SRR633901,male,0.98267955
SRR1313222,female,0.9993803
SRR975576,male,0.9948708
SRR897525,male,0.9921292
SRR1656646,male,0.9983059
ERR668344,male,0.9944471
ERR502853,male,0.999987
SRR897172,male,0.98568916
SRR514148,male,0.9997503
SRR896969,male,0.99012357
SRR1146148,male,0.9989892
ERR315420,male,0.99854183
SRR898321,male,0.9894036
SRR846952,male,0.873998
ERR752882,male,0.9685666
SRR1026883,female,0.9985136
SRR896879,male,0.995104
SRR896955,male,0.98916686
SRR2028011,female,0.9993394
SRR363701,male,0.9719226
ERR752705,female,0.9986119
SRR1201691,female,0.9367073
SRR1216120,male,0.6667093
SRR1201705,female,0.9194703
SRR2313081,male,0.999845
ERR329514,male,0.9930748
SRR1213573,male,0.99853945
