,sex,sex_confi
ERR752895,male,0.98353976
SRR633584,male,0.9082177
SRR423955,male,0.99837625
SRR1201782,female,0.8610956
SRR897798,male,0.999224
SRR633589,female,0.9970268
SRR1313159,female,0.99983233
SRR1026989,female,0.99983627
SRR2039197,male,0.8698044
SRR1216031,male,0.9926615
SRR1201827,female,0.9738997
SRR2052736,male,0.9918574
SRR797159,female,0.9868864
SRR2087287,male,0.9998752
SRR1551064,male,0.999961
SRR934360,female,0.8388855
SRR1617435,female,0.93851364
ERR752832,female,0.99936754
SRR1747168,male,0.9988884
SRR786622,female,0.9982132
SRR1839797,female,0.99869144
SRR959689,male,0.6342555
SRR315309,male,0.79501015
SRR846937,male,0.9765083
SRR1658417,female,0.8150774
SRR1060798,male,0.55085725
SRR959700,female,0.5988697
SRR1521407,male,0.9949435
SRR1693457,male,0.9978555
SRR897115,male,0.9994408
ERR502858,male,0.99999297
SRR1146101,female,0.9998883
SRR1163059,male,0.9976741
SRR1201871,female,0.68360114
ERR315332,female,0.9945364
SRR1201692,female,0.9220177
SRR1617454,female,0.9962103
SRR546587,male,0.95524216
SRR653398,female,0.9445616
SRR1201670,female,0.89871466
SRR1265669,male,0.98224723
SRR333690,female,0.6378249
ERR752619,male,0.9659275
SRR1767294,male,0.9950968
ERR752802,male,0.99135315
SRR1652936,female,0.9997071
SRR537122,female,0.99978304
ERR315395,male,0.99992275
SRR1521433,female,0.9998415
SRR898347,male,0.99180174
SRR959653,female,0.5988228
ERR752658,male,0.9770833
SRR897935,male,0.99656737
ERR315358,female,0.9242222
ERR532596,male,0.9993372
DRR006461,female,0.9744593
SRR1268069,male,0.952404
SRR897161,male,0.99156606
SRR396916,female,0.9965042
SRR1027189,female,0.9995166
SRR868868,male,0.9359832
SRR1502810,male,0.99908257
SRR801690,female,0.99855864
SRR2049765,female,0.99968225
SRR1177725,male,0.9783143
SRR1265548,male,0.94628984
SRR1047818,male,0.9894363
SRR2314035,male,0.99446356
SRR1265567,male,0.975516
SRR1663217,female,0.98833954
ERR752800,male,0.9451475
SRR897797,male,0.9991981
ERR752547,male,0.98523057
SRR2049713,female,0.9996082
SRR1576188,male,0.9946661
SRR1146108,female,0.9988195
ERR502854,male,0.9999849
ERR752642,male,0.95017517
SRR801698,female,0.99129933
SRR1313111,female,0.99456394
SRR648420,male,0.9996765
SRR897467,male,0.9992307
SRR2049634,male,0.9815358
SRR1767250,female,0.9988731
SRR1564414,female,0.84960765
SRR1036509,male,0.9309732
SRR2443172,female,0.9979483
SRR1202289,female,0.92165554
SRR2049701,male,0.9657904
SRR309143,male,0.99566203
DRR014034,male,0.923779
SRR1026974,female,0.99820566
DRR006379,female,0.9990324
SRR2313989,female,0.9992367
SRR897237,male,0.99533236
SRR1215996,male,0.9991485
SRR1216021,male,0.99923867
SRR2313980,female,0.9926282
SRR1576170,male,0.9719806
SRR2926025,female,0.99176216
SRR1265558,male,0.9712063
ERR315376,male,0.99448824
SRR1026986,male,0.9579293
SRR1608619,female,0.9994672
SRR1313091,female,0.98859805
SRR1657554,female,0.9991069
SRR1190366,male,0.9999741
SRR797153,female,0.9999212
SRR1747188,male,0.9959677
DRR006487,male,0.98310363
SRR1927029,female,0.99924314
SRR897130,male,0.9875927
ERR315396,male,0.999884
SRR448107,male,0.9815707
SRR897062,male,0.9980542
SRR898172,male,0.98835385
SRR1201830,female,0.9865425
SRR897700,male,0.99315757
SRR975592,male,0.99396104
SRR1047863,male,0.98853886
SRR2121907,female,0.65545297
SRR797074,female,0.99989665
SRR1657544,male,0.9983242
SRR2052689,male,0.9920007
SRR2537079,male,0.965886
ERR752793,male,0.97095096
SRR897459,male,0.998484
ERR532604,male,0.9991104
SRR837859,male,0.99999696
SRR1027996,female,0.9846926
SRR897311,male,0.9904901
SRR897490,male,0.9902278
SRR1047813,female,0.98919183
SRR2087355,female,0.99967337
ERR519523,female,0.99988186
SRR897230,male,0.99603844
SRR897559,male,0.99158305
SRR2859776,male,0.7761626
SRR1216122,male,0.99999636
SRR959683,female,0.59895766
SRR897814,male,0.9985343
SRR924534,male,0.99996376
SRR1203008,female,0.65545297
SRR2121908,female,0.8092464
SRR1177671,female,0.9058833
SRR898388,male,0.99683857
SRR975603,male,0.99974424
SRR1617425,female,0.9989773
SRR1663279,male,0.9989303
SRR1521399,female,0.99998915
SRR1047866,male,0.98295546
ERR752831,male,0.9459039
SRR797103,female,0.98985577
ERR532576,male,0.99984133
SRR897834,male,0.9991185
ERR863720,female,0.9908665
SRR1177750,female,0.9964221
SRR1663283,male,0.9991924
SRR1721312,female,0.9998387
SRR898368,male,0.994932
SRR2443220,female,0.99566853
SRR1026968,male,0.9719394
SRR897696,male,0.9904791
SRR2052793,male,0.99385345
SRR959671,female,0.56457984
SRR1067937,female,0.9997988
SRR831033,male,0.84246385
ERR752739,male,0.96984684
SRR1747204,male,0.99500895
SRR1265595,male,0.98750097
SRR898435,male,0.9920009
SRR1374354,male,0.9974265
ERR863715,female,0.99989223
SRR1216038,male,0.99088657
SRR1265622,male,0.9822462
ERR315419,male,0.9987732
SRR1576148,male,0.9751862
SRR628320,male,0.90545857
ERR752789,male,0.95071256
SRR975580,male,0.9944946
SRR1216055,male,0.9965383
SRR897069,male,0.997176
SRR1608502,female,0.99639356
ERR315369,male,0.9996041
SRR959730,female,0.5983519
SRR1927024,female,0.9979259
SRR897241,male,0.9960693
SRR1927063,male,0.9913127
SRR949100,male,0.9986847
SRR534299,female,0.960001
SRR1608820,female,0.99542105
SRR896964,male,0.99252254
SRR1785304,female,0.99943656
SRR898250,male,0.9987626
SRR902978,male,0.9985169
SRR1265589,male,0.9625405
SRR1161065,male,0.98129386
SRR786624,female,0.9953151
SRR868816,female,0.9999234
SRR2026318,male,0.97919285
SRR1652968,female,0.99955904
SRR2052675,male,0.97317207
SRR897719,male,0.99487114
SRR1203815,female,0.9807919
SRR2926064,male,0.9855199
SRR542360,female,0.99965066
SRR897149,male,0.990105
SRR2138382,male,0.94367445
ERR033743,male,0.9941386
ERR315430,male,0.9367423
SRR1313182,female,0.997931
ERR532435,male,0.9985666
SRR2049646,male,0.9372922
SRR585571,female,0.9983835
DRR006401,female,0.9374727
SRR897618,male,0.99650943
SRR1785286,female,0.99857587
SRR391078,male,0.99427307
SRR896943,male,0.99314463
SRR2040272,female,0.9938469
SRR1177700,female,0.99949026
SRR1422073,female,0.9636981
SRR1216053,male,0.99635506
SRR1191668,male,0.9999882
SRR1202565,female,0.93930274
SRR1521402,male,0.9985137
SRR1201690,female,0.9779819
SRR897864,male,0.992713
SRR1693459,male,0.9993003
SRR1177688,male,0.8970995
SRR648407,female,0.98329467
SRR1747162,male,0.9932991
ERR752876,male,0.9467596
SRR1313198,female,0.9974059
ERR519470,male,0.9785342
SRR1561679,female,0.9799293
SRR1027988,female,0.8085391
ERR315437,male,0.9876469
SRR448103,male,0.972352
SRR896829,male,0.9963106
SRR975571,female,0.9992918
SRR1216066,male,0.9978148
SRR648412,female,0.7764276
ERR833226,female,0.9974288
SRR1521427,male,0.9941204
SRR897124,male,0.9913025
SRR897973,male,0.9938303
SRR492042,female,0.80308884
SRR1583600,female,0.8886738
SRR542373,female,0.98542225
ERR832550,male,0.97607386
SRR897331,male,0.99373025
SRR1652924,male,0.95837104
SRR830993,male,0.9521451
SRR648428,male,0.9996044
SRR317109,female,0.998974
SRR650138,male,0.9863248
SRR897897,male,0.9896126
SRR1203812,female,0.86936414
ERR315384,female,0.99987096
SRR896703,male,0.99925596
SRR1192073,male,0.9999598
ERR532564,male,0.9998825
SRR797150,female,0.9995843
SRR387407,male,0.9991871
SRR2443203,female,0.99926674
SRR396944,male,0.9979103
SRR1698137,female,0.9997077
SRR896777,male,0.9909674
ERR832537,male,0.93146163
SRR1693465,male,0.99854815
SRR650183,male,0.99988043
SRR1027011,female,0.9991721
SRR896959,male,0.9909622
ERR833236,male,0.99160194
SRR387441,male,0.9989958
SRR1146120,male,0.9876715
SRR2052788,male,0.9841175
SRR797098,male,0.95205593
SRR1203131,female,0.8223794
SRR014495,male,0.82369864
SRR2049718,male,0.98162717
SRR1652925,female,0.9873603
SRR2037293,male,0.9998109
SRR896937,male,0.9943341
ERR752673,male,0.96427554
SRR1521413,male,0.99886143
SRR1521411,female,0.9999877
ERR519468,male,0.978248
SRR897641,male,0.99620855
SRR898486,male,0.99093676
SRR191664,female,0.99955165
SRR2049643,female,0.99980986
SRR2049657,female,0.9995114
SRR2049639,male,0.9818412
SRR1313145,female,0.9920002
SRR1193405,male,0.9999954
SRR633591,male,0.9882425
ERR752663,male,0.9781802
SRR2912491,male,0.96393394
SRR897685,male,0.9903056
SRR1608752,female,0.86544955
SRR1839798,male,0.95675737
SRR896786,male,0.99107444
SRR1608922,female,0.97911674
SRR447182,female,0.8382784
SRR648425,male,0.500418
SRR1216118,male,0.98033744
SRR898149,male,0.9922659
SRR1313118,female,0.9995983
SRR1313164,female,0.98611623
SRR897339,male,0.9892052
SRR2052796,male,0.9949113
ERR863748,female,0.9999588
ERR030866,male,0.93561685
SRR898249,male,0.99928653
SRR924531,male,0.9999582
ERR752788,male,0.94551814
SRR1698145,male,0.9914478
SRR2049710,male,0.8978567
SRR2567913,female,0.97173136
SRR1768889,male,0.9936379
SRR1146094,male,0.9959013
SRR896977,male,0.9945676
SRR949122,male,0.9990527
SRR479067,female,0.9976614
SRR797133,female,0.9999975
SRR1206046,male,0.98314416
SRR897203,male,0.9948061
SRR420194,male,0.999675
SRR1042032,female,0.99883574
SRR896695,male,0.99900484
SRR896723,male,0.9988745
SRR1042031,male,0.9930059
SRR2926029,male,0.98412514
SRR1202299,female,0.94431627
SRR1754123,male,0.95741826
SRR896760,male,0.9899427
ERR863708,female,0.99998534
SRR1213740,male,0.9671483
SRR1313183,female,0.99525803
SRR898312,male,0.9860938
SRR1002094,female,0.99999887
SRR1661766,female,0.99999636
SRR1026948,male,0.93455476
ERR752835,male,0.96633494
SRR542382,female,0.9999998
SRR922449,male,0.9855469
SRR2052777,male,0.99722654
SRR1265568,male,0.98353684
SRR1177687,male,0.90127945
ERR752674,male,0.9726987
SRR1201829,female,0.98201674
ERR532585,male,0.9998499
SRR1265551,male,0.99759483
SRR1663252,female,0.9956158
SRR832889,female,0.9995656
ERR752792,male,0.9823843
SRR1146245,female,0.99932957
SRR1313220,female,0.9958638
SRR1909098,male,0.58901566
SRR2121909,female,0.77060646
SRR1608724,female,0.9995082
SRR2443198,female,0.99553335
ERR519472,male,0.97843564
SRR897877,male,0.9894248
SRR1823858,male,0.9450334
ERR863546,male,0.999948
SRR1146137,male,0.99302053
SRR897604,male,0.996102
SRR633566,female,0.99810326
SRR942555,male,0.99830186
SRR948495,male,0.9998676
SRR949109,female,0.99635255
SRR898227,male,0.99137896
SRR1146229,male,0.9987302
SRR1146124,male,0.9985569
SRR896665,male,0.99892604
SRR2049766,male,0.9783536
SRR976754,female,0.9682578
ERR863702,female,0.9998971
ERR863753,female,0.999613
SRR2926041,female,0.9998903
SRR896835,male,0.9921182
ERR315451,female,0.9861733
SRR1768829,male,0.9911351
SRR1617429,male,0.9824461
SRR1698152,female,0.9997053
ERR833258,male,0.9876935
ERR668346,male,0.99648106
SRR1146236,male,0.9968527
ERR532588,male,0.999959
SRR609424,male,0.9871456
SRR797081,female,0.9999458
SRR897300,male,0.9874848
SRR1265554,male,0.9880744
ERR532445,male,0.99075603
SRR1190504,male,0.99999315
SRR1265643,male,0.9823642
SRR363692,male,0.99911416
SRR897805,male,0.99835205
SRR1768901,male,0.98665416
SRR1202092,female,0.9314845
SRR896761,male,0.99369174
SRR2443176,female,0.99851054
SRR1042028,female,0.997307
SRR898032,male,0.9927201
SRR1663287,female,0.99579287
SRR1617420,male,0.97470427
SRR546229,female,0.9999962
SRR1313177,female,0.99806726
SRR1313130,female,0.99966496
SRR585570,female,0.99968374
SRR959693,female,0.5984732
SRR948106,female,0.98115855
SRR1036038,female,0.99989367
SRR896778,male,0.9922581
SRR988500,female,0.9999217
SRR915787,male,0.984076
SRR897442,male,0.9978293
SRR898243,male,0.99901503
SRR1222684,male,0.98954266
SRR1146222,male,0.99910486
SRR1313191,female,0.996873
SRR897906,male,0.9897047
ERR752699,female,0.99307954
SRR897989,male,0.9915007
SRR2052808,male,0.99727976
SRR1576184,male,0.9956546
SRR897884,male,0.99108344
SRR897678,male,0.98879063
SRR898279,male,0.99817383
SRR898280,male,0.9975422
SRR897116,male,0.99892884
SRR1785290,female,0.99953014
SRR922222,male,0.9809086
SRR959724,female,0.6903386
SRR1747161,male,0.9964722
SRR830985,male,0.9382087
SRR896921,male,0.98951566
SRR897708,male,0.9930624
ERR532565,male,0.99971706
SRR1927056,female,0.9909064
SRR628219,female,0.9515085
SRR1150533,female,0.9998255
SRR1909105,male,0.5008145
SRR546226,male,0.9850551
ERR315338,female,0.9985634
DRR006393,male,0.99083483
SRR959609,male,0.60974175
SRR1754144,female,0.7574142
SRR546228,male,0.97937715
SRR898139,male,0.99884576
SRR2052745,male,0.9695527
SRR897915,male,0.98789406
SRR1957203,male,0.841109
SRR897518,male,0.9946598
SRR650165,male,0.99970996
SRR387435,male,0.99977666
SRR1658415,female,0.79902995
SRR1177735,male,0.95543563
SRR2087372,female,0.9999626
ERR752724,female,0.98612195
SRR1617417,female,0.58809245
SRR1177729,male,0.9680193
SRR868867,male,0.5481254
ERR752527,male,0.9613749
DRR006490,male,0.99720556
ERR649032,male,0.9736428
ERR863728,female,0.99968845
SRR897704,male,0.9930299
SRR1216010,male,0.99817467
SRR926650,male,0.99747026
SRR898377,male,0.99608314
SRR1502796,female,0.99691755
SRR896724,male,0.9994696
SRR1781821,male,0.8873683
SRR1265585,male,0.9953357
SRR1186053,male,0.9741824
SRR970289,male,0.99005425
SRR959684,male,0.7617501
SRR1201866,female,0.9714697
ERR752857,male,0.97733754
SRR1202288,female,0.99828804
SRR1747209,male,0.99706995
SRR896855,male,0.997687
SRR057648,male,0.9999555
SRR1265581,male,0.96558416
SRR396895,female,0.9911167
SRR2443218,male,0.8291608
SRR896912,male,0.9943541
SRR191660,male,0.9974538
SRR546581,female,0.9554095
SRR1192836,male,0.9999477
SRR897857,male,0.99442923
SRR1603668,male,0.9572833
SRR1617450,female,0.85848457
SRR897616,male,0.9954079
SRR959731,female,0.5992863
SRR2072594,female,0.9971501
SRR896894,male,0.99648255
SRR1026979,female,0.9999219
SRR1313095,female,0.99409616
SRR897878,male,0.9939849
SRR898127,male,0.99843043
SRR349747,male,0.99742717
SRR2052790,male,0.9770746
SRR896735,male,0.99727094
SRR949101,female,0.99468154
SRR1042019,female,0.99889743
SRR2443252,female,0.9979626
SRR2052659,male,0.9762047
ERR752822,male,0.9692491
SRR2049673,male,0.99357873
SRR650133,male,0.8022008
SRR868865,female,0.9990338
SRR1145049,male,0.72751164
SRR959682,female,0.60887957
ERR351388,male,0.90683633
ERR519500,male,0.9767779
SRR897298,male,0.99179095
SRR898274,male,0.99915427
SRR1265625,male,0.96074057
SRR897591,male,0.9983369
ERR752671,male,0.9694832
SRR546588,female,0.9185786
SRR1163258,female,0.9972046
SRR959665,male,0.66265434
SRR975597,male,0.999973
SRR897955,male,0.9973944
ERR315411,male,0.9928688
SRR1292153,male,0.9079
SRR1265654,male,0.9724355
SRR1146097,male,0.9970835
SRR897333,male,0.99048674
SRR2049774,female,0.99971914
SRR1927070,male,0.9946908
SRR926664,male,0.9960785
SRR1785296,female,0.9991881
SRR2087336,male,0.96904755
SRR653897,female,0.9814169
SRR1027188,female,0.9982277
SRR897292,male,0.99334794
SRR1746784,female,0.99556524
SRR898458,male,0.9915072
SRR1046834,male,0.9999345
SRR903282,male,0.9906967
SRR1721301,male,0.9499067
SRR949081,male,0.9997923
SRR633579,female,0.99839896
ERR315356,male,0.94860965
SRR332267,male,0.97627556
SRR2313072,male,0.98455036
SRR940248,female,0.7334745
SRR448094,female,0.97583437
SRR896828,male,0.99554044
SRR191679,female,0.9995971
SRR897956,male,0.9956358
ERR752773,male,0.94456464
SRR1216040,male,0.99631673
SRR897167,male,0.990705
SRR898282,male,0.99908763
SRR959600,male,0.59903014
SRR1177738,male,0.8789958
SRR1146130,female,0.9981637
ERR731507,female,0.94559014
SRR2443232,female,0.9993628
SRR903044,male,0.9264728
SRR1026920,female,0.9997446
DRR006492,male,0.9989274
SRR1781566,male,0.92139864
SRR922452,female,0.99920434
SRR2049687,male,0.9780793
SRR650130,male,0.9919888
SRR898392,male,0.9969236
SRR1177724,female,0.9905898
SRR1265511,male,0.9875976
SRR2443163,female,0.9980444
SRR1521422,female,0.9999728
SRR896901,male,0.9955454
SRR1521445,male,0.99119616
SRR1617418,male,0.99949086
SRR396956,male,0.99927586
ERR752656,male,0.9303851
SRR1785278,female,0.99813926
SRR1608494,male,0.9969842
SRR650172,male,0.99440956
SRR896758,male,0.99355984
ERR351379,male,0.9692572
SRR1754126,male,0.99564666
SRR846950,male,0.98395586
SRR897950,male,0.997568
SRR1551114,male,0.9952513
SRR650230,male,0.9693451
SRR942544,male,0.85634863
ERR210957,male,0.8848422
SRR2443219,female,0.99584186
SRR897673,male,0.98792297
SRR1698164,male,0.9957156
SRR1186054,male,0.9964077
SRR1521357,female,0.99757355
SRR898436,male,0.9932998
ERR863760,female,0.95233595
SRR1101239,female,0.6895987
SRR1803369,male,0.9969858
SRR897996,male,0.9895147
SRR897335,male,0.9932977
SRR2443226,female,0.99946994
SRR1747145,male,0.99455845
SRR1060771,male,0.81913316
SRR609422,female,0.9988969
SRR2049759,male,0.9676506
SRR1265544,male,0.9539963
ERR210963,female,0.9999735
SRR1608657,female,0.9972374
ERR863752,female,0.9999784
SRR1313151,female,0.98330814
SRR897589,male,0.99366874
SRR542352,female,0.77888584
SRR1521383,male,0.99847066
ERR532434,male,0.9987114
SRR797152,female,0.9993334
SRR1163275,male,0.97565806
SRR1768887,male,0.9897669
SRR1002089,female,0.99886596
SRR1562548,female,0.99989635
SRR2087329,female,0.99894077
SRR897926,male,0.9929434
SRR191643,female,0.99998224
SRR897175,male,0.9952291
SRR1202298,female,0.9893352
SRR542351,female,0.9846939
SRR897898,male,0.99107265
SRR2087300,female,0.9998201
ERR752854,male,0.9753232
SRR1284895,female,0.5874949
SRR387447,male,0.9993409
SRR898352,male,0.9884925
SRR1216089,male,0.99637365
SRR1201799,female,0.95466053
SRR650136,male,0.9994361
SRR896689,male,0.9994588
SRR897288,male,0.9956509
SRR846936,male,0.93979377
ERR752687,male,0.93780434
SRR896950,male,0.992085
ERR532447,male,0.9917013
SRR1206047,male,0.9912874
SRR2087332,male,0.99310744
SRR2443251,female,0.9953302
SRR897110,male,0.99859273
SRR2049618,female,0.9998075
SRR1652899,female,0.99942815
ERR315335,female,0.99657804
SRR1663260,male,0.99899375
SRR1265565,male,0.98533505
SRR797121,male,0.91574746
ERR519522,female,0.9996389
SRR1177667,female,0.99813414
SRR1768836,female,0.99943554
SRR1768844,male,0.9928689
SRR1193005,male,0.9999882
SRR897162,male,0.98726666
ERR752544,male,0.9521829
ERR315363,female,0.81955415
SRR542358,female,0.91830695
SRR898303,male,0.9867989
SRR1222588,male,0.9791398
SRR039632,male,0.99137497
ERR315455,male,0.98305243
SRR797080,female,0.99999857
SRR1927059,female,0.99935055
SRR1265545,male,0.96638024
SRR2443231,female,0.9990079
SRR897922,male,0.996987
DRR006431,male,0.99656236
SRR1201698,female,0.92693853
SRR830972,male,0.94725263
SRR1216091,male,0.9945768
SRR896965,male,0.99293596
SRR835010,male,0.94227487
DRR006427,male,0.94263524
SRR2314038,male,0.9934703
SRR191672,female,0.9316431
SRR1201252,female,0.99998796
SRR897123,male,0.99224865
SRR896936,male,0.99262273
SRR830990,male,0.9744517
SRR1192166,male,0.9999803
SRR1191876,male,0.99996376
ERR532583,male,0.9999498
SRR1265600,male,0.9819023
SRR873437,female,0.5911523
SRR2052686,male,0.9794302
SRR898003,male,0.993577
SRR1026987,male,0.98327863
SRR1661736,male,0.9863223
SRR897969,male,0.99413145
SRR020730,male,0.85838115
SRR1633194,male,0.78432757
ERR841673,female,0.9232211
SRR542389,female,0.9996772
SRR896745,male,0.99137115
SRR1146258,female,0.65545297
SRR896928,male,0.9913238
ERR833237,male,0.991037
SRR898482,male,0.98927975
ERR752816,male,0.93025506
SRR2052744,male,0.97291803
SRR1909096,male,0.7738761
SRR1768893,male,0.9514173
SRR1146122,male,0.99030304
SRR1608646,male,0.9996139
SRR1146133,male,0.99748814
ERR752607,male,0.94443524
SRR1576187,male,0.99933636
SRR898420,male,0.99528855
SRR1698170,male,0.9879134
SRR2506774,male,0.99954236
SRR897468,male,0.9990379
SRR1203125,female,0.6955215
SRR868851,female,0.99998343
SRR2047487,male,0.9257698
SRR1313221,female,0.9987237
SRR1313223,female,0.9879564
SRR959647,male,0.61151254
SRR1747166,male,0.99482584
SRR898007,male,0.9930757
SRR897179,male,0.9900918
SRR897340,male,0.9930771
ERR315468,female,0.9867767
SRR1216095,male,0.99336976
SRR897994,male,0.9939682
SRR897843,male,0.99868935
SRR191681,female,0.9999405
SRR1660806,male,0.99986535
SRR448091,male,0.94931287
SRR959598,male,0.5774025
SRR988505,female,0.99825203
SRR791051,female,0.99937266
SRR1163268,male,0.94194543
SRR897276,male,0.9911521
SRR1617416,male,0.6326044
SRR897964,male,0.99614114
SRR826662,female,0.99409086
SRR898313,male,0.9889633
SRR896746,male,0.98629934
SRR897819,male,0.99898446
SRR2049771,female,0.9999515
SRR949108,female,0.997682
SRR1213775,male,0.9149057
SRR396959,female,0.99729073
SRR1747163,male,0.9960135
SRR1313175,female,0.9995966
SRR898216,male,0.9927179
SRR1658419,male,0.93502635
SRR1648323,female,0.99998915
SRR1777312,female,0.99430245
DRR006449,female,0.9996985
ERR863758,female,0.99999017
SRR897329,male,0.9884163
SRR2313994,male,0.9636954
SRR897054,male,0.9974187
SRR897223,male,0.99212426
SRR1146087,female,0.99997044
SRR1216016,male,0.9978689
SRR791058,female,0.99998885
SRR1617426,female,0.990962
SRR898344,male,0.9887128
ERR030858,male,0.9095284
DRR006489,male,0.99401206
SRR896916,male,0.99333745
SRR797160,female,0.95759344
SRR1067932,male,0.9451003
SRR897258,male,0.9957098
ERR519485,male,0.9976139
SRR787277,male,0.79222476
SRR1163260,male,0.74829084
SRR1177713,female,0.53538966
SRR1047869,male,0.97907543
SRR299108,male,0.99317026
SRR1721282,male,0.99975646
SRR653393,female,0.9820712
SRR2313066,male,0.99546087
SRR1026914,male,0.96116316
SRR1201997,female,0.8819782
SRR1146227,male,0.9981265
SRR1265528,male,0.9856167
SRR1146150,female,0.9999566
SRR546582,male,0.7229506
ERR519513,female,0.99912846
SRR2087303,male,0.999956
SRR2049747,male,0.9940425
SRR2443147,female,0.99370444
SRR1268067,male,0.95120317
SRR896806,male,0.9933755
ERR863678,female,0.99998665
SRR1206043,female,0.93035734
SRR070177,male,0.58113015
SRR2954797,female,0.9999932
ERR752626,male,0.9384227
ERR351403,female,0.995611
SRR298702,male,0.99771917
SRR1608854,male,0.9986726
SRR1576146,male,0.99964887
SRR1216020,male,0.99893534
SRR898140,male,0.99863386
SRR396949,female,0.9578681
SRR191716,male,0.9629404
SRR1576177,male,0.94863415
SRR1201780,female,0.9072525
SRR1747193,male,0.9959307
SRR1177731,female,0.9988228
SRR1768928,male,0.9974987
SRR915782,female,0.99689454
SRR959613,male,0.59944415
SRR1161076,male,0.9868711
DRR006476,male,0.9715598
SRR959601,male,0.59733534
SRR1146212,male,0.9950814
SRR396946,male,0.99551594
SRR897619,male,0.9971778
SRR897933,male,0.994466
ERR752781,male,0.95340997
SRR1721280,female,0.9985713
SRR896669,male,0.997519
SRR1265645,male,0.95484924
SRR542369,female,0.9994173
SRR191711,female,0.9999777
SRR797144,female,0.99786127
SRR868827,female,0.9999924
SRR1663278,male,0.9997012
ERR752580,male,0.98426324
SRR1693462,male,0.9989293
ERR975346,male,0.9999859
SRR1693470,male,0.9993356
SRR1576159,male,0.99630564
SRR1026881,female,0.9956088
SRR1551065,male,0.9999773
SRR975602,male,0.7693504
SRR2052667,male,0.98787355
SRR1265662,male,0.9789756
DRR014030,male,0.54955554
SRR897724,male,0.99547565
SRR1502807,female,0.99965584
SRR897661,male,0.9904479
ERR863724,female,0.99932134
SRR1576189,male,0.99520856
ERR315452,female,0.9992593
SRR545687,female,0.9699278
SRR2313074,male,0.9415752
SRR191709,female,0.99974775
SRR868874,female,0.99994886
SRR1521385,female,0.99999255
SRR1026912,female,0.99971026
SRR868857,female,0.99979365
ERR731483,female,0.93152773
SRR897134,male,0.98825157
SRR2443183,female,0.9991873
SRR2226702,male,0.9483261
SRR1608894,male,0.9980051
SRR1202845,female,0.95192546
SRR898186,male,0.9965355
SRR898030,male,0.99399006
SRR1265583,male,0.98100185
SRR2087306,female,0.99510306
SRR2049729,male,0.9964489
SRR830992,male,0.9692806
SRR542359,female,0.99883175
ERR519480,male,0.910396
SRR898181,male,0.99717
SRR1265592,male,0.962118
SRR897225,male,0.99393225
ERR752776,female,0.99827397
SRR2040267,female,0.9875738
SRR2926027,male,0.99176395
SRR897154,male,0.98767805
SRR1201814,female,0.88435566
SRR2443247,female,0.99875414
SRR1163265,male,0.9991376
SRR897934,male,0.9944366
SRR2052787,male,0.98026145
SRR542361,female,0.90137213
SRR1265518,male,0.95584977
ERR532579,male,0.999928
ERR409745,female,0.99903095
SRR2049650,male,0.9927737
SRR897502,male,0.9886459
SRR896827,male,0.99857295
SRR333694,male,0.62649983
SRR397221,male,0.68255717
ERR922712,male,0.9999388
SRR1754134,female,0.97907495
SRR2052779,female,0.99782544
SRR2039200,male,0.91391337
SRR2103638,male,0.99686164
SRR897463,male,0.99818575
SRR898251,male,0.9984646
SRR1146085,male,0.994724
ERR668329,male,0.9939154
DRR006456,male,0.9976307
SRR976762,female,0.9787537
SRR949119,male,0.9995104
ERR315464,female,0.9661625
SRR2040368,female,0.97398776
SRR1265541,male,0.9929484
ERR210960,male,0.98621356
SRR1617433,male,0.6853122
SRR1502795,male,0.99952203
ERR752566,female,0.99461234
SRR897125,male,0.981942
SRR897135,male,0.9916061
SRR897960,male,0.9958307
SRR1909099,male,0.8134424
SRR1265591,male,0.9726532
SRR2052792,male,0.9552234
SRR363761,male,0.9995289
SRR797075,female,0.9969532
SRR791047,female,0.9999627
SRR948097,male,0.9800323
SRR1017526,female,0.65545297
SRR975587,male,0.9999901
SRR2052673,male,0.99075717
SRR1177684,male,0.9384592
ERR752556,male,0.9603561
SRR1036050,male,0.9998681
SRR902990,male,0.9977771
SRR1176984,male,0.6852133
SRR898286,male,0.9988152
SRR397211,male,0.9960661
SRR397182,male,0.9995845
SRR1265507,male,0.97604257
SRR922453,male,0.99440926
SRR1564407,female,0.8928399
SRR349745,male,0.99899894
SRR1213720,male,0.907766
SRR898147,male,0.99017584
SRR801696,female,0.99431074
SRR831012,male,0.54463303
ERR351377,female,0.971937
SRR2052696,female,0.99861157
SRR896975,male,0.99535215
SRR1193018,male,0.99999654
SRR1754149,male,0.99978685
ERR649027,male,0.965817
SRR897483,male,0.9994632
SRR2052687,male,0.98818314
SRR896819,male,0.99369156
SRR896848,male,0.9952606
SRR1663251,male,0.9979145
SRR897080,male,0.99945754
SRR897603,male,0.9939128
ERR863679,female,0.9998968
SRR959431,female,0.9911133
SRR1203816,female,0.9883238
SRR1047833,female,0.9272024
SRR959690,female,0.5901507
SRR2049763,female,0.99994385
SRR898024,male,0.9927432
SRR1036513,male,0.8959387
SRR1190461,male,0.99997395
ERR833248,male,0.99153197
SRR975574,male,0.99635756
ERR841669,female,0.9381224
SRR2052729,female,0.99993384
SRR2087374,female,0.9999568
SRR1026926,female,0.9991457
SRR2166627,male,0.99973
SRR1839803,male,0.98547506
ERR315401,female,0.9850931
